Postcode,Population
DA14 4,9938
DA14 5,4262
DA14 6,7336
DA15 7,5498
DA15 8,15151
DA15 9,9272
DA16 1,12785
DA16 2,14525
DA16 3,9206
DA17 5,10646
DA17 6,6745
DA18 4,5021
DA2  6,9809
DA2  7,11901
DA2  8,1670
DA3  7,7956
DA3  8,9073
DA4  0,3184
DA4  9,6028
DA5  1,7111
DA5  2,5349
DA5  3,8712
DA6  7,4314
DA6  8,5695
DA7  4,12472
DA7  5,12437
DA7  6,11228
DA8  1,13600
DA8  2,11104
DA8  3,10435
DA9  9,13309
DE1  1,5128
DE1  2,2461
DE1  3,6446
DE11 0,15553
DE11 7,9908
DE11 8,6122
DE11 9,12960
DE12 6,7692
DE12 7,9254
DE12 8,3858
DE13 0,19241
DE13 7,4197
DE13 8,8095
DE13 9,9745
DE14 1,2507
DE14 2,12711
DE14 3,14108
DE15 0,9838
DE15 9,14760
DE21 2,10610
DE21 4,13471
DE21 5,3683
DE21 6,17625
DE21 7,12585
DE22 1,6572
DE22 2,13851
DE22 3,17961
DE22 4,7994
DE22 5,948
DE23 1,8659
DE23 2,3093
DE23 3,6146
DE23 4,2731
DE23 6,19295
DE23 8,20984
DE24 0,15827
DE24 1,1025
DE24 3,6354
DE24 5,1308
DE24 8,17022
DE24 9,13902
DE3  0,8058
DE3  9,9234
DE4  2,9201
DE4  3,12292
DE4  4,6931
DE4  5,5298
DE45 1,8821
DE5  3,13502
DE5  8,3972
DE5  9,4928
DE55 1,6864
DE55 2,7281
DE55 3,3844
DE55 4,8702
DE55 5,8313
DE55 6,7435
DE55 7,9644
DE56 0,12617
DE56 1,13644
DE56 2,9326
DE56 4,5466
DE6  1,11302
DE6  2,5482
DE6  3,3575
DE6  4,1076
DE6  5,4583
DE65 5,12169
DE65 6,11681
DE7  4,12869
DE7  5,10148
DE7  6,10653
DE7  8,13915
DE7  9,3169
DE72 2,4189
DE72 3,16376
DE73 5,4896
DE73 6,6676
DE73 7,1829
DE73 8,5970
DE74 2,11684
DE75 7,19029
DH1  1,9493
DH1  2,8766
DH1  3,9864
DH1  4,7789
DH1  5,14789
DH2  1,10930
DH2  2,10411
DH2  3,9597
DH3  1,7454
DH3  2,5671
DH3  3,6788
DH3  4,6423
DH4  4,8378
DH4  5,6962
DH4  6,9094
DH4  7,9597
DH5  0,7286
DH5  8,5968
DH5  9,6606
DH6  1,6906
DH6  2,9377
DH6  3,5694
DH6  4,7144
DH6  5,4828
DH7  0,5740
DH7  6,8552
DH7  7,8069
DH7  8,10148
DH7  9,9560
DH8  0,6919
DH8  5,6406
DH8  6,7056
DH8  7,9185
DH8  8,6727
DH8  9,2903
DH9  0,4835
DH9  6,10428
DH9  7,8113
DH9  8,6980
DH9  9,6948
DL1  1,5097
DL1  2,12175
DL1  3,8746
DL1  4,14531
DL1  5,6600
DL10 4,5336
DL10 5,3471
DL10 6,2906
DL10 7,7018
DL11 6,2063
DL11 7,3332
DL12 0,2535
DL12 8,6916
DL12 9,3162
DL13 1,1505
DL13 2,3151
DL13 3,3170
DL13 4,3205
DL13 5,3358
DL14 0,6416
DL14 6,11774
DL14 7,4760
DL14 8,6917
DL14 9,7825
DL15 0,8876
DL15 8,5385
DL15 9,8612
DL16 6,11407
DL16 7,8741
DL17 0,5036
DL17 8,9092
DL17 9,3839
DL2  1,5966
DL2  2,7318
DL2  3,3979
DL3  0,15400
DL3  6,8768
DL3  7,4162
DL3  8,7871
DL3  9,9260
DL4  1,5024
DL4  2,5118
DL5  4,9674
DL5  5,6288
DL5  6,4063
DL5  7,9805
DL6  1,9018
DL6  2,4047
DL6  3,2709
DL7  0,3186
DL7  8,7855
DL7  9,5447
DL8  1,4637
DL8  2,4589
DL8  3,2976
DL8  4,3122
DL8  5,3635
DL9  3,7547
DL9  4,8577
DN1  1,310
DN1  2,6499
DN1  3,2069
DN10 4,5373
DN10 5,1658
DN10 6,5256
DN11 0,13764
DN11 8,8433
DN11 9,6630
DN12 1,7988
DN12 2,6027
DN12 3,5899
DN12 4,4607
DN14 0,7423
DN14 5,7982
DN14 6,13178
DN14 7,7292
DN14 8,4905
DN14 9,6237
DN15 0,1084
DN15 6,5190
DN15 7,8725
DN15 8,12392
DN15 9,9824
DN16 1,9196
DN16 2,8804
DN16 3,14199
DN17 1,12206
DN17 2,11704
DN17 3,7438
DN17 4,6464
DN18 5,8830
DN18 6,3084
DN19 7,6387
DN2  4,8320
DN2  5,8222
DN2  6,8419
DN20 0,6990
DN20 8,6926
DN20 9,5592
DN21 1,11910
DN21 2,6909
DN21 3,7469
DN21 4,5223
DN21 5,6333
DN22 0,4883
DN22 6,7572
DN22 7,15154
DN22 8,5923
DN22 9,3158
DN3  1,8466
DN3  2,12023
DN3  3,10084
DN31 1,1958
DN31 2,7606
DN31 3,213
DN32 0,6730
DN32 7,6774
DN32 8,8608
DN32 9,8652
DN33 1,7230
DN33 2,5211
DN33 3,7423
DN34 4,8548
DN34 5,10772
DN35 0,8750
DN35 7,12038
DN35 8,8322
DN35 9,6030
DN36 4,11030
DN36 5,8393
DN37 0,8109
DN37 7,3600
DN37 8,406
DN37 9,9993
DN38 6,3073
DN39 6,2893
DN4  0,10798
DN4  5,5497
DN4  6,11836
DN4  7,7896
DN4  8,7766
DN4  9,10518
DN40 1,5744
DN40 2,4058
DN40 3,2700
DN41 7,2988
DN41 8,3380
DN5  0,9992
DN5  7,8981
DN5  8,11667
DN5  9,10910
DN6  0,6388
DN6  7,10917
DN6  8,8834
DN6  9,5530
DN7  4,8494
DN7  5,7406
DN7  6,9122
DN8  4,9960
DN8  5,7625
DN9  1,8719
DN9  2,5123
DN9  3,6511
DT1  1,6029
DT1  2,11046
DT1  3,2302
DT10 1,6206
DT10 2,5833
DT11 0,7326
DT11 7,10498
DT11 8,8037
DT11 9,4798
DT2  0,3642
DT2  7,5834
DT2  8,7981
DT2  9,7785
DT3  4,5719
DT3  5,9127
DT3  6,8678
DT4  0,12861
DT4  7,7826
DT4  8,4673
DT4  9,12558
DT5  1,6690
DT5  2,6369
DT6  3,6407
DT6  4,5885
DT6  5,6027
DT6  6,3598
DT7  3,5791
DT8  3,6100
DT9  3,3628
DT9  4,5745
DT9  5,5032
DT9  6,6732
DY1  1,760
DY1  2,14585
DY1  3,11435
DY1  4,5889
DY10 1,7195
DY10 2,11297
DY10 3,10419
DY10 4,7503
DY11 5,10127
DY11 6,12643
DY11 7,7812
DY12 1,5042
DY12 2,6075
DY12 3,1390
DY13 0,6868
DY13 8,8980
DY13 9,6733
DY14 0,1804
DY14 8,3906
DY14 9,2959
DY2  0,11209
DY2  7,7776
DY2  8,7187
DY2  9,8866
DY3  1,9739
DY3  2,11429
DY3  3,11296
DY3  4,1833
DY4  0,14114
DY4  7,9990
DY4  8,11405
DY4  9,8055
DY5  1,6561
DY5  2,13889
DY5  3,13273
DY5  4,8880
DY6  0,4127
DY6  7,4193
DY6  8,10915
DY6  9,8714
DY7  5,2244
DY7  6,6194
DY8  1,5644
DY8  2,6139
DY8  3,12769
DY8  4,13575
DY8  5,13462
DY9  0,11049
DY9  7,5068
DY9  8,6028
DY9  9,8430
E1   0,11252
E1   1,6410
E1   2,8004
E1   3,7489
E1   4,15647
E1   5,11390
E1   6,4405
E1   7,2524
E1   8,4446
E10  5,15107
E10  6,16636
E10  7,12102
E11  1,11869
E11  2,11632
E11  3,16711
E11  4,15396
E12  5,16924
E12  6,26400
E13  0,19416
E13  8,13947
E13  9,14600
E14  0,10976
E14  2,1787
E14  3,17346
E14  4,474
E14  5,658
E14  6,12386
E14  7,13043
E14  8,12588
E14  9,14762
E15  1,14163
E15  2,11147
E15  3,14659
E15  4,12550
E16  1,12197
E16  2,9959
E16  3,14247
E16  4,9731
E17  3,12836
E17  4,16757
E17  5,17288
E17  6,17302
E17  7,11365
E17  8,15991
E17  9,13326
E18  1,8052
E18  2,12145
E1W  1,2548
E1W  2,4273
E1W  3,5814
E2   0,11442
E2   6,9581
E2   7,9259
E2   8,7665
E2   9,8632
E3   2,14205
E3   3,10860
E3   4,15425
E3   5,12762
E4   6,17246
E4   7,11894
E4   8,14660
E4   9,17573
E5   0,17567
E5   8,16351
E5   9,15390
E6   1,17012
E6   2,18407
E6   3,21361
E6   5,11252
E6   6,12084
E7   0,15049
E7   8,21430
E7   9,18566
E8   1,8508
E8   2,10230
E8   3,10619
E8   4,10561
E9   5,12916
E9   6,11755
E9   7,13732
EC1A 4,143
EC1A 7,399
EC1A 9,364
EC1M 3,434
EC1M 5,1123
EC1M 6,765
EC1M 7,190
EC1N 7,2044
EC1N 8,648
EC1R 0,1243
EC1R 1,1258
EC1R 3,301
EC1R 4,1445
EC1R 5,710
EC1V 0,2139
EC1V 1,226
EC1V 2,121
EC1V 3,3247
EC1V 4,1363
EC1V 7,2372
EC1V 8,1738
EC1V 9,1762
EC1Y 0,1234
EC1Y 2,207
EC1Y 4,328
EC1Y 8,2055
EC2A 3,489
EC2A 4,758
EC2Y 8,3303
EC3R 8,230
EC4A 1,151
EC4V 3,322
EC4V 5,279
EC4Y 7,323
EN1  1,12444
EN1  2,7213
EN1  3,12467
EN1  4,13630
EN10 6,11087
EN10 7,6234
EN11 0,6596
EN11 8,6744
EN11 9,8470
EN2  0,9708
EN2  6,4311
EN2  7,7361
EN2  8,7189
EN2  9,1636
EN3  4,11946
EN3  5,16240
EN3  6,19722
EN3  7,10125
EN4  0,5340
EN4  8,12482
EN4  9,8184
EN5  1,6897
EN5  2,13981
EN5  3,3562
EN5  4,5727
EN5  5,8541
EN6  1,6493
EN6  2,7040
EN6  3,5480
EN6  4,5268
EN6  5,5214
EN7  5,7572
EN7  6,14848
EN8  0,9740
EN8  7,7052
EN8  8,11362
EN8  9,8273
EN9  1,7884
EN9  2,4879
EN9  3,11266
EX1  1,1753
EX1  2,9349
EX1  3,10778
EX10 0,4716
EX10 8,3477
EX10 9,9302
EX11 1,7925
EX12 2,7215
EX12 3,1854
EX12 4,502
EX13 5,7114
EX13 7,3852
EX13 8,552
EX14 1,6057
EX14 2,5618
EX14 3,3862
EX14 4,2500
EX14 9,2992
EX15 1,8913
EX15 2,5980
EX15 3,6777
EX16 4,6282
EX16 5,5001
EX16 6,9853
EX16 7,4456
EX16 8,3974
EX16 9,3412
EX17 1,2221
EX17 2,2212
EX17 3,4434
EX17 4,3327
EX17 5,3374
EX17 6,4292
EX18 7,3168
EX19 8,3582
EX2  4,6293
EX2  5,9013
EX2  6,5546
EX2  7,5283
EX2  8,7940
EX2  9,7303
EX20 1,8030
EX20 2,4617
EX20 3,4532
EX20 4,3120
EX21 5,4697
EX22 6,6038
EX22 7,4886
EX23 0,3517
EX23 8,7524
EX23 9,4924
EX24 6,3852
EX3  0,5022
EX31 1,3619
EX31 2,6430
EX31 3,8307
EX31 4,7544
EX32 0,5425
EX32 7,7053
EX32 8,6371
EX32 9,5326
EX33 1,5452
EX33 2,4943
EX34 0,2732
EX34 7,1664
EX34 8,6565
EX34 9,6634
EX35 6,1674
EX36 3,3986
EX36 4,4632
EX37 9,3417
EX38 7,4563
EX38 8,3704
EX39 1,9546
EX39 2,3823
EX39 3,9160
EX39 4,6984
EX39 5,6328
EX39 6,1941
EX4  0,300
EX4  1,9360
EX4  2,7855
EX4  3,2184
EX4  4,9078
EX4  5,3038
EX4  6,8309
EX4  7,5347
EX4  8,6366
EX4  9,3785
EX5  1,3578
EX5  2,4858
EX5  3,2392
EX5  4,5139
EX5  5,2908
EX6  6,2838
EX6  7,4073
EX6  8,6988
EX7  0,5758
EX7  9,6881
EX8  1,7228
EX8  2,7793
EX8  3,5633
EX8  4,9692
EX8  5,7731
EX9  6,5272
EX9  7,1602
FY1  1,297
FY1  2,8002
FY1  3,4485
FY1  4,6637
FY1  5,6231
FY1  6,8542
FY2  0,14655
FY2  9,10316
FY3  0,1962
FY3  7,10679
FY3  8,9692
FY3  9,10156
FY4  1,8650
FY4  2,7936
FY4  3,10532
FY4  4,12159
FY4  5,5120
FY5  1,8080
FY5  2,12296
FY5  3,11341
FY5  4,8522
FY5  5,5328
FY6  0,7297
FY6  7,12929
FY6  8,5457
FY6  9,2789
FY7  6,6944
FY7  7,9117
FY7  8,10312
FY8  1,9488
FY8  2,8937
FY8  3,9981
FY8  4,10306
FY8  5,6078
GL1  1,1950
GL1  2,3857
GL1  3,5943
GL1  4,12164
GL1  5,10807
GL10 2,6972
GL10 3,7214
GL11 4,6290
GL11 5,8168
GL11 6,3984
GL12 7,6433
GL12 8,8863
GL13 9,5961
GL14 1,3867
GL14 2,8174
GL14 3,3943
GL15 4,5071
GL15 5,8923
GL15 6,7096
GL16 7,7235
GL16 8,6370
GL17 0,4612
GL17 9,6754
GL18 1,6099
GL18 2,1518
GL19 3,6755
GL19 4,3210
GL2  0,12233
GL2  2,5058
GL2  3,510
GL2  4,15955
GL2  5,3758
GL2  7,4839
GL2  8,3722
GL2  9,6607
GL20 5,7259
GL20 6,2881
GL20 7,7536
GL20 8,11029
GL3  1,6140
GL3  2,7543
GL3  3,8583
GL3  4,8736
GL4  0,12534
GL4  3,3302
GL4  4,10580
GL4  5,9027
GL4  6,10588
GL4  8,2579
GL5  1,8086
GL5  2,4609
GL5  3,4429
GL5  4,10693
GL5  5,3740
GL50 1,1022
GL50 2,8456
GL50 3,4317
GL50 4,9075
GL51 0,12186
GL51 3,10229
GL51 4,2452
GL51 6,8094
GL51 7,6609
GL51 8,7008
GL51 9,5804
GL52 2,4718
GL52 3,5660
GL52 5,8915
GL52 6,9583
GL52 7,1562
GL52 8,9668
GL52 9,3881
GL53 0,4198
GL53 7,6288
GL53 8,5433
GL53 9,4165
GL54 1,3030
GL54 2,5605
GL54 3,3747
GL54 4,2953
GL54 5,7177
GL55 6,5512
GL56 0,5245
GL56 9,3298
GL6  0,6472
GL6  6,4052
GL6  7,3838
GL6  8,6738
GL6  9,3767
GL7  1,14208
GL7  2,5003
GL7  3,4753
GL7  4,4431
GL7  5,7406
GL7  6,4914
GL7  7,2270
GL8  8,8684
GL9  1,2711
GU1  1,10826
GU1  2,9047
GU1  3,4724
GU1  4,5061
GU10 1,4656
GU10 2,2935
GU10 3,4511
GU10 4,6662
GU10 5,3843
GU11 1,6376
GU11 2,4703
GU11 3,12603
GU12 4,14780
GU12 5,7893
GU12 6,9335
GU14 0,8174
GU14 6,9576
GU14 7,6231
GU14 8,16515
GU14 9,15423
GU15 1,10102
GU15 2,9721
GU15 3,6841
GU15 4,8697
GU16 6,10446
GU16 7,2100
GU16 8,7781
GU16 9,3836
GU17 0,7315
GU17 9,3971
GU18 5,6905
GU19 5,5685
GU2  4,2827
GU2  7,11028
GU2  8,8444
GU2  9,12445
GU20 6,4464
GU21 2,11847
GU21 3,11286
GU21 4,10049
GU21 5,8719
GU21 6,2356
GU21 7,2097
GU21 8,4217
GU22 0,7096
GU22 7,9015
GU22 8,9817
GU22 9,8032
GU23 6,3905
GU23 7,3077
GU24 0,5046
GU24 8,4293
GU24 9,8803
GU25 4,5538
GU26 6,7600
GU27 1,6876
GU27 2,5123
GU27 3,6022
GU28 0,3835
GU28 9,2926
GU29 0,3259
GU29 9,5987
GU3  1,2481
GU3  2,2455
GU3  3,6317
GU30 7,9233
GU31 4,7771
GU31 5,3640
GU32 1,3366
GU32 2,3896
GU32 3,4905
GU33 6,1965
GU33 7,6615
GU34 1,6545
GU34 2,10377
GU34 3,2520
GU34 4,3977
GU34 5,6861
GU35 0,11397
GU35 8,5706
GU35 9,6351
GU4  7,10953
GU4  8,5207
GU46 6,11547
GU46 7,3530
GU47 0,10873
GU47 8,4461
GU47 9,3843
GU5  0,7088
GU5  9,4319
GU51 1,5270
GU51 2,2584
GU51 3,8681
GU51 4,4113
GU51 5,3348
GU52 0,2509
GU52 6,7700
GU52 7,3311
GU52 8,2696
GU6  7,8257
GU6  8,6185
GU7  1,7762
GU7  2,7182
GU7  3,8262
GU8  4,5801
GU8  5,8266
GU8  6,3876
GU9  0,7557
GU9  7,5241
GU9  8,9816
GU9  9,7566
HA0  1,10076
HA0  2,13522
HA0  3,11756
HA0  4,13817
HA1  1,7748
HA1  2,7461
HA1  3,10913
HA1  4,13745
HA2  0,11038
HA2  6,8424
HA2  7,7794
HA2  8,13609
HA2  9,15332
HA3  0,11272
HA3  5,10626
HA3  6,9063
HA3  7,12142
HA3  8,12009
HA3  9,15612
HA4  0,9749
HA4  6,11296
HA4  7,10381
HA4  8,8511
HA4  9,11080
HA5  1,9499
HA5  2,8858
HA5  3,10598
HA5  4,8913
HA5  5,7871
HA6  1,8725
HA6  2,8040
HA6  3,5587
HA7  1,8263
HA7  2,12321
HA7  3,8497
HA7  4,8740
HA8  0,11914
HA8  5,12569
HA8  6,11598
HA8  7,4724
HA8  8,14870
HA8  9,11819
HA9  0,2689
HA9  6,10902
HA9  7,9233
HA9  8,13365
HA9  9,12458
HD1  1,244
HD1  3,8446
HD1  4,8685
HD1  5,2883
HD1  6,3087
HD2  1,15733
HD2  2,14266
HD3  3,15385
HD3  4,14396
HD4  5,12279
HD4  6,11124
HD4  7,7380
HD5  0,5343
HD5  8,14032
HD5  9,12202
HD6  1,2688
HD6  2,7627
HD6  3,12269
HD6  4,5217
HD7  4,8433
HD7  5,10021
HD7  6,4601
HD8  0,11926
HD8  8,12242
HD8  9,10728
HD9  1,7369
HD9  2,4346
HD9  3,4066
HD9  4,4050
HD9  5,4625
HD9  6,6457
HD9  7,5064
HG1  1,1194
HG1  2,7741
HG1  3,7579
HG1  4,12381
HG1  5,5877
HG2  0,8110
HG2  7,11312
HG2  8,8812
HG2  9,5801
HG3  1,5338
HG3  2,11336
HG3  3,4461
HG3  4,2212
HG3  5,3492
HG4  1,8234
HG4  2,8747
HG4  3,4249
HG4  4,2458
HG4  5,2593
HG5  0,9145
HG5  8,5212
HG5  9,4368
HP1  1,7851
HP1  2,8766
HP1  3,8204
HP10 0,5348
HP10 8,5778
HP10 9,8156
HP11 1,7868
HP11 2,5862
HP12 3,12590
HP12 4,10615
HP13 5,14223
HP13 6,11461
HP13 7,18099
HP14 3,9597
HP14 4,8423
HP15 6,8308
HP15 7,9412
HP16 0,7082
HP16 9,4962
HP17 0,1166
HP17 8,8128
HP17 9,917
HP18 0,6322
HP18 9,7426
HP19 0,2382
HP19 7,7115
HP19 8,3579
HP19 9,11077
HP2  4,11220
HP2  5,12760
HP2  6,7963
HP2  7,7133
HP20 1,8177
HP20 2,6980
HP21 7,9796
HP21 8,13386
HP21 9,10733
HP22 4,5257
HP22 5,13657
HP22 6,6199
HP23 4,6152
HP23 5,8211
HP23 6,3386
HP27 0,6537
HP27 9,5878
HP3  0,8262
HP3  8,10014
HP3  9,14357
HP4  1,7099
HP4  2,7646
HP4  3,9630
HP5  1,6791
HP5  2,11625
HP5  3,7399
HP6  5,5947
HP6  6,8440
HP7  0,4285
HP7  9,6516
HP8  4,6933
HP9  1,9177
HP9  2,8263
HR1  1,14350
HR1  2,5336
HR1  3,6477
HR1  4,6255
HR2  0,4436
HR2  6,8549
HR2  7,15685
HR2  8,5082
HR2  9,6025
HR3  5,4841
HR3  6,3042
HR4  0,11046
HR4  7,5807
HR4  8,6131
HR4  9,7863
HR5  3,4748
HR6  0,4514
HR6  8,10853
HR6  9,5469
HR7  4,7275
HR8  1,4439
HR8  2,9810
HR9  5,7361
HR9  6,4636
HR9  7,9413
HU1  1,917
HU1  2,2224
HU1  3,207
HU10 6,11093
HU10 7,8283
HU11 4,8234
HU11 5,3822
HU12 0,5534
HU12 8,11267
HU12 9,9223
HU13 0,7589
HU13 9,7662
HU14 3,8416
HU15 1,13384
HU15 2,11168
HU16 4,6913
HU16 5,9829
HU17 0,10398
HU17 5,2718
HU17 7,8878
HU17 8,11685
HU17 9,10551
HU18 1,8921
HU19 2,7255
HU2  0,1092
HU2  8,1660
HU2  9,1331
HU20 3,1030
HU3  1,6639
HU3  2,5589
HU3  3,4502
HU3  5,2671
HU3  6,8388
HU4  6,12799
HU4  7,10799
HU5  1,5745
HU5  2,9431
HU5  3,10177
HU5  4,9095
HU5  5,17473
HU6  0,491
HU6  7,12181
HU6  8,9728
HU6  9,12143
HU7  0,1903
HU7  3,6875
HU7  4,24120
HU7  5,5143
HU7  6,4949
HU8  0,9563
HU8  7,2133
HU8  8,8826
HU8  9,14876
HU9  1,4596
HU9  2,5934
HU9  3,10573
HU9  4,13168
HU9  5,8848
HX1  1,490
HX1  2,4355
HX1  3,7578
HX1  4,7582
HX1  5,4528
HX2  0,8926
HX2  6,5109
HX2  7,6189
HX2  8,7149
HX2  9,9103
HX3  0,7719
HX3  5,8214
HX3  6,6510
HX3  7,9813
HX3  8,7335
HX3  9,7120
HX4  0,1726
HX4  8,6410
HX4  9,4241
HX5  0,5927
HX5  9,4505
HX6  1,4333
HX6  2,6282
HX6  3,3124
HX6  4,5261
HX7  5,4739
HX7  6,2293
HX7  7,2651
HX7  8,3839
IG1  1,14416
IG1  2,20617
IG1  3,17494
IG1  4,13111
IG10 1,6908
IG10 2,9365
IG10 3,10928
IG10 4,4853
IG11 0,9817
IG11 7,16229
IG11 8,8294
IG11 9,19917
IG2  6,14618
IG2  7,14837
IG3  8,17711
IG3  9,18964
IG4  5,9062
IG5  0,17301
IG6  1,8412
IG6  2,11998
IG6  3,6806
IG7  4,7488
IG7  5,8676
IG7  6,4574
IG8  0,8573
IG8  7,9530
IG8  8,8281
IG8  9,9451
IG9  5,7690
IG9  6,5410
IP1  1,558
IP1  2,5611
IP1  3,3453
IP1  4,8770
IP1  5,9369
IP1  6,12445
IP10 0,3109
IP11 0,5394
IP11 2,8964
IP11 7,6613
IP11 9,8814
IP12 1,6819
IP12 2,5611
IP12 3,4892
IP12 4,7483
IP13 0,4058
IP13 6,4757
IP13 7,3146
IP13 8,2300
IP13 9,4171
IP14 1,9358
IP14 2,6731
IP14 3,4620
IP14 4,5893
IP14 5,8806
IP14 6,4245
IP15 5,2505
IP16 4,6655
IP17 1,6514
IP17 2,2516
IP17 3,1931
IP18 6,4127
IP19 0,2403
IP19 8,5999
IP19 9,2050
IP2  0,9739
IP2  8,7582
IP2  9,14336
IP20 0,2553
IP20 9,5368
IP21 4,6491
IP21 5,4917
IP22 1,5464
IP22 2,5528
IP22 4,8416
IP22 5,2831
IP23 7,4404
IP23 8,2723
IP24 1,10045
IP24 2,10063
IP24 3,8184
IP25 6,11820
IP25 7,6698
IP26 4,5614
IP26 5,3480
IP27 0,11409
IP27 9,7922
IP28 6,5677
IP28 7,9254
IP28 8,9978
IP29 4,4488
IP29 5,4678
IP3  0,10667
IP3  8,12100
IP3  9,12387
IP30 0,4302
IP30 9,9499
IP31 1,6398
IP31 2,8119
IP31 3,7138
IP32 6,8940
IP32 7,8437
IP33 1,4512
IP33 2,9588
IP33 3,10511
IP4  1,3451
IP4  2,7982
IP4  3,5232
IP4  4,7949
IP4  5,12363
IP5  1,5641
IP5  2,10607
IP5  3,3729
IP6  0,5601
IP6  8,6316
IP6  9,4533
IP7  5,6548
IP7  6,4985
IP7  7,5364
IP8  3,6865
IP8  4,4237
IP9  1,4263
IP9  2,7275
KT1  1,1022
KT1  2,8335
KT1  3,11813
KT1  4,3127
KT10 0,9738
KT10 8,6417
KT10 9,5088
KT11 1,3162
KT11 2,9348
KT11 3,2720
KT12 1,4377
KT12 2,11969
KT12 3,8196
KT12 4,5707
KT12 5,7201
KT13 0,6691
KT13 8,7267
KT13 9,7690
KT14 6,5719
KT14 7,7853
KT15 1,9985
KT15 2,8395
KT15 3,9452
KT16 0,5767
KT16 8,6090
KT16 9,6913
KT17 1,5452
KT17 2,7956
KT17 3,4036
KT17 4,6247
KT18 5,8053
KT18 6,2146
KT18 7,7535
KT19 0,9160
KT19 7,1879
KT19 8,8085
KT19 9,15545
KT2  5,14587
KT2  6,8259
KT2  7,8115
KT20 5,10504
KT20 6,5821
KT20 7,4578
KT21 1,5956
KT21 2,8000
KT22 0,3987
KT22 7,6626
KT22 8,4802
KT22 9,9142
KT23 3,5174
KT23 4,5697
KT24 5,5320
KT24 6,4354
KT3  3,12902
KT3  4,4955
KT3  5,10252
KT3  6,11045
KT4  7,10731
KT4  8,18666
KT5  8,10961
KT5  9,9801
KT6  4,6339
KT6  5,8108
KT6  6,6838
KT6  7,10663
KT7  0,10539
KT8  0,2651
KT8  1,5578
KT8  2,7385
KT8  9,4358
KT9  1,9563
KT9  2,12165
L1   0,143
L1   1,338
L1   2,161
L1   3,216
L1   4,1143
L1   5,2372
L1   6,408
L1   7,892
L1   8,758
L1   9,748
L10  0,511
L10  1,1533
L10  2,1432
L10  3,1200
L10  4,3088
L10  6,1534
L10  7,2258
L10  8,2121
L10  9,1656
L11  0,1618
L11  1,2351
L11  2,4224
L11  3,4406
L11  4,2952
L11  5,1658
L11  6,1123
L11  7,3238
L11  8,2094
L11  9,1975
L12  0,9830
L12  1,1274
L12  2,1083
L12  3,979
L12  4,3070
L12  5,4470
L12  6,2268
L12  7,2095
L12  8,2501
L12  9,4750
L13  0,1409
L13  1,1614
L13  2,3284
L13  3,3167
L13  4,3109
L13  5,4186
L13  6,3461
L13  7,4019
L13  8,3302
L13  9,3519
L14  0,4399
L14  1,2215
L14  2,2262
L14  3,1947
L14  4,1726
L14  5,977
L14  6,2770
L14  7,3155
L14  8,2446
L14  9,3656
L15  0,3273
L15  1,2755
L15  2,2525
L15  3,4829
L15  4,4043
L15  5,1640
L15  6,2534
L15  7,3073
L15  8,3914
L15  9,1918
L16  0,856
L16  1,1105
L16  2,2569
L16  3,2523
L16  4,934
L16  5,1536
L16  6,1177
L16  7,2378
L16  8,1058
L16  9,1221
L17  0,4195
L17  1,1039
L17  2,1658
L17  3,2353
L17  4,1526
L17  5,1517
L17  6,2327
L17  7,4920
L17  8,2966
L17  9,2053
L18  0,1043
L18  1,6170
L18  2,2001
L18  3,3158
L18  4,2335
L18  5,2414
L18  6,1731
L18  7,2903
L18  8,3604
L18  9,3522
L19  0,2164
L19  1,2791
L19  2,3123
L19  3,2830
L19  4,2927
L19  5,1587
L19  6,1120
L19  7,1272
L19  8,3163
L19  9,3141
L2   0,203
L2   2,169
L2   5,200
L20  0,3365
L20  2,2465
L20  3,2587
L20  4,6494
L20  5,2951
L20  6,5354
L20  7,2052
L20  8,386
L20  9,6432
L21  0,3730
L21  1,3742
L21  2,1122
L21  3,554
L21  4,1770
L21  5,1978
L21  6,1021
L21  7,3643
L21  8,3401
L21  9,5010
L22  0,1360
L22  1,845
L22  2,1881
L22  3,1131
L22  4,2222
L22  5,1205
L22  6,1402
L22  7,1245
L22  8,1280
L22  9,1439
L23  0,4956
L23  1,2213
L23  2,3313
L23  3,2513
L23  4,1162
L23  5,2333
L23  6,3175
L23  7,3095
L23  8,2152
L23  9,5807
L24  0,2940
L24  1,1220
L24  2,3228
L24  3,3052
L24  4,917
L24  5,954
L24  6,1161
L24  7,1806
L24  9,945
L25  0,3294
L25  1,1819
L25  2,3769
L25  3,3248
L25  4,2781
L25  5,4382
L25  6,1743
L25  7,4573
L25  8,3790
L25  9,4602
L26  0,2277
L26  1,3238
L26  3,249
L26  6,1522
L26  7,4914
L26  9,3197
L27  0,344
L27  1,1147
L27  4,248
L27  5,1272
L27  6,1102
L27  7,1342
L27  8,1071
L28  0,1020
L28  1,1444
L28  3,247
L28  4,1463
L28  5,939
L28  6,464
L28  7,250
L28  8,545
L29  7,410
L3   0,600
L3   1,893
L3   2,2548
L3   3,396
L3   4,2850
L3   5,3418
L3   6,3639
L3   8,2591
L3   9,1184
L30  0,2208
L30  1,4145
L30  2,3341
L30  3,1942
L30  5,3121
L30  6,328
L30  7,2783
L30  8,1429
L30  9,896
L31  0,2462
L31  1,4576
L31  2,3163
L31  3,1446
L31  4,2440
L31  5,3794
L31  6,3302
L31  7,2999
L31  8,2999
