"ID","Short Postcode","Population"
"E01014592","BS16 3",6892
"E01032519","BS16 3",6892
"E01032519","BS16 4",9232
"E01032518","BS16 4",9232
"E01014629","BS16 4",9232
"E01014622","BS16 4",9232
"E01014624","BS16 4",9232
"E01014592","BS16 5",10054
"E01014591","BS16 5",10054
"E01032519","BS16 5",10054
"E01033353","BS2  0",2935
"E01033369","BS2  0",2935
"E01033358","BS2  0",2935
"E01033352","BS2  0",2935
"E01014540","BS2  0",2935
"E01014658","BS2  0",2935
"E01033347","BS2  8",5986
"E01033348","BS2  8",5986
"E01014542","BS2  8",5986
"E01014538","BS2  8",5986
"E01014539","BS2  8",5986
"E01033342","BS2  8",5986
"E01033367","BS2  8",5986
"E01014489","BS2  8",5986
"E01033366","BS2  8",5986
"E01014486","BS2  8",5986
"E01033358","BS2  9",6764
"E01033347","BS2  9",6764
"E01014486","BS2  9",6764
"E01033366","BS2  9",6764
"E01014488","BS2  9",6764
"E01014485","BS2  9",6764
"E01014665","BS2  9",6764
"E01014491","BS2  9",6764
"E01014787","BS20 0",4855
"E01033359","BS3  1",8940
"E01033361","BS3  1",8940
"E01014701","BS3  1",8940
"E01033362","BS3  1",8940
"E01014696","BS3  1",8940
"E01014698","BS3  1",8940
"E01033364","BS3  1",8940
"E01014505","BS3  1",8940
"E01014699","BS3  1",8940
"E01014700","BS3  1",8940
"E01014695","BS3  1",8940
"E01014695","BS3  2",6099
"E01014700","BS3  2",6099
"E01014696","BS3  2",6099
"E01014504","BS3  2",6099
"E01014501","BS3  2",6099
"E01014500","BS3  2",6099
"E01014506","BS3  2",6099
"E01033362","BS3  3",6191
"E01033364","BS3  3",6191
"E01014505","BS3  3",6191
"E01014696","BS3  3",6191
"E01014504","BS3  3",6191
"E01014506","BS3  3",6191
"E01014500","BS3  3",6191
"E01014502","BS3  3",6191
"E01033359","BS3  4",7681
"E01033361","BS3  4",7681
"E01033362","BS3  4",7681
"E01014733","BS3  4",7681
"E01014734","BS3  4",7681
"E01014736","BS3  4",7681
"E01014731","BS3  4",7681
"E01014730","BS3  4",7681
"E01014735","BS3  4",7681
"E01014731","BS3  5",8053
"E01014735","BS3  5",8053
"E01014734","BS3  5",8053
"E01014736","BS3  5",8053
"E01014729","BS3  5",8053
"E01014502","BS3  5",8053
"E01014733","BS3  5",8053
"E01014650","BS3  5",8053
"E01014649","BS3  5",8053
"E01014578","BS3  5",8053
"E01014579","BS3  5",8053
"E01014584","BS3  5",8053
"E01014500","BS3  5",8053
"E01014518","BS3  5",8053
"E01014985","BS35 1",6645
"E01014647","BS4  1",13034
"E01014650","BS4  1",13034
"E01014583","BS4  1",13034
"E01014582","BS4  1",13034
"E01014585","BS4  1",13034
"E01014578","BS4  1",13034
"E01014579","BS4  1",13034
"E01014646","BS4  1",13034
"E01014581","BS4  1",13034
"E01014580","BS4  1",13034
"E01014584","BS4  1",13034
"E01014730","BS4  2",10003
"E01014645","BS4  2",10003
"E01014732","BS4  2",10003
"E01014648","BS4  2",10003
"E01014649","BS4  2",10003
"E01014650","BS4  2",10003
"E01014735","BS4  2",10003
"E01014651","BS4  2",10003
"E01014646","BS4  2",10003
"E01014534","BS4  2",10003
"E01014533","BS4  2",10003
"E01014647","BS4  2",10003
"E01014730","BS4  3",8905
"E01014732","BS4  3",8905
"E01014531","BS4  3",8905
"E01014533","BS4  3",8905
"E01014649","BS4  3",8905
"E01014532","BS4  3",8905
"E01014534","BS4  3",8905
"E01014527","BS4  3",8905
"E01014537","BS4  3",8905
"E01014528","BS4  4",12451
"E01014529","BS4  4",12451
"E01014530","BS4  4",12451
"E01014537","BS4  4",12451
"E01014523","BS4  4",12451
"E01014525","BS4  4",12451
"E01014533","BS4  4",12451
"E01014531","BS4  4",12451
"E01014532","BS4  4",12451
"E01014527","BS4  4",12451
"E01014524","BS4  4",12451
"E01014526","BS4  4",12451
"E01014527","BS4  5",3832
"E01014535","BS4  5",3832
"E01014536","BS4  5",3832
"E01014708","BS4  5",3832
"E01014526","BS4  5",3832
"E01033356","BS5  0",8792
"E01033369","BS5  0",8792
"E01033358","BS5  0",8792
"E01014653","BS5  0",8792
"E01014654","BS5  0",8792
"E01014564","BS5  0",8792
"E01014655","BS5  0",8792
"E01014568","BS5  6",13254
"E01014564","BS5  6",13254
"E01014570","BS5  6",13254
"E01014569","BS5  6",13254
"E01014574","BS5  6",13254
"E01014575","BS5  6",13254
"E01014573","BS5  6",13254
"E01014576","BS5  6",13254
"E01014665","BS5  6",13254
"E01014664","BS5  6",13254
"E01014681","BS5  7",10980
"E01014686","BS5  7",10980
"E01014576","BS5  7",10980
"E01014566","BS5  7",10980
"E01014570","BS5  7",10980
"E01014626","BS5  7",10980
"E01014683","BS5  7",10980
"E01014687","BS5  7",10980
"E01014682","BS5  7",10980
"E01014684","BS5  7",10980
"E01014678","BS5  7",10980
"E01014676","BS5  7",10980
"E01014685","BS5  7",10980
"E01014674","BS5  7",10980
"E01014684","BS5  8",9640
"E01014677","BS5  8",9640
"E01014681","BS5  8",9640
"E01014678","BS5  8",9640
"E01014682","BS5  8",9640
"E01014683","BS5  8",9640
"E01014676","BS5  8",9640
"E01014679","BS5  8",9640
"E01014680","BS5  8",9640
"E01014565","BS5  9",9968
"E01014566","BS5  9",9968
"E01014564","BS5  9",9968
"E01014570","BS5  9",9968
"E01014681","BS5  9",9968
"E01014567","BS5  9",9968
"E01014653","BS5  9",9968
"E01033356","BS5  9",9968
"E01014658","BS5  9",9968
"E01033369","BS5  9",9968
"E01014671","BS6  5",10788
"E01014487","BS6  5",10788
"E01014668","BS6  5",10788
"E01014488","BS6  5",10788
