Postcode,Population
DA15 7,5528
DA15 8,15236
DA15 9,9324
DA16 1,12856
DA16 2,14606
DA16 3,9257
DA17 5,10705
DA17 6,6782
DA18 4,5049
DA2  6,9864
DA2  7,11967
DA2  8,1679
DA3  7,8000
DA3  8,9123
DA4  0,3201
DA4  9,6061
DA5  1,7150
DA5  2,5379
DA5  3,8760
DA6  7,4338
DA6  8,5726
DA7  4,12541
DA7  5,12506
DA7  6,11291
DA8  1,13676
DA8  2,11166
DA8  3,10493
DA9  9,13383
DE1  1,5156
DE1  2,2474
DE1  3,6482
DE11 0,15640
DE11 7,9963
DE11 8,6156
DE11 9,13032
DE12 6,7735
DE12 7,9305
DE12 8,3879
DE13 0,19348
DE13 7,4220
DE13 8,8140
DE13 9,9799
DE14 1,2521
DE14 2,12782
DE14 3,14187
DE15 0,9893
DE15 9,14842
DE21 2,10669
DE21 4,13546
DE21 5,3703
DE21 6,17723
DE21 7,12655
DE22 1,6608
DE22 2,13928
DE22 3,18061
DE22 4,8038
DE22 5,953
DE23 1,8707
DE23 2,3110
DE23 3,6180
DE23 4,2746
DE23 6,19403
DE23 8,21101
DE24 0,15915
DE24 1,1030
DE24 3,6389
DE24 5,1315
DE24 8,17117
DE24 9,13980
DE3  0,8103
DE3  9,9285
DE4  2,9252
DE4  3,12360
DE4  4,6969
DE4  5,5327
DE45 1,8870
DE5  3,13577
DE5  8,3994
DE5  9,4955
DE55 1,6902
DE55 2,7321
DE55 3,3865
DE55 4,8750
DE55 5,8359
DE55 6,7476
DE55 7,9698
DE56 0,12687
DE56 1,13720
DE56 2,9378
DE56 4,5496
DE6  1,11365
DE6  2,5512
DE6  3,3595
DE6  4,1082
DE6  5,4608
DE65 5,12237
DE65 6,11746
DE7  4,12941
DE7  5,10204
DE7  6,10712
DE7  8,13993
DE7  9,3186
DE72 2,4212
DE72 3,16467
DE73 5,4923
DE73 6,6713
DE73 7,1839
DE73 8,6003
DE74 2,11749
DE75 7,19135
DH1  1,9546
DH1  2,8815
DH1  3,9919
DH1  4,7832
DH1  5,14872
DH2  1,10991
DH2  2,10469
DH2  3,9650
DH3  1,7495
DH3  2,5702
DH3  3,6826
DH3  4,6459
DH4  4,8425
DH4  5,7001
DH4  6,9145
DH4  7,9650
DH5  0,7326
DH5  8,6001
DH5  9,6643
DH6  1,6944
DH6  2,9429
DH6  3,5725
DH6  4,7184
DH6  5,4855
DH7  0,5772
DH7  6,8599
DH7  7,8114
DH7  8,10204
DH7  9,9613
DH8  0,6957
DH8  5,6441
DH8  6,7095
DH8  7,9236
DH8  8,6764
DH8  9,2919
DH9  0,4862
DH9  6,10486
DH9  7,8158
DH9  8,7019
DH9  9,6986
DL1  1,5125
DL1  2,12243
DL1  3,8795
DL1  4,14612
DL1  5,6637
DL10 4,5365
DL10 5,3490
DL10 6,2922
DL10 7,7057
DL11 6,2074
DL11 7,3350
DL12 0,2549
DL12 8,6954
DL12 9,3179
DL13 1,1513
DL13 2,3168
DL13 3,3187
DL13 4,3222
DL13 5,3376
DL14 0,6452
DL14 6,11840
DL14 7,4786
DL14 8,6955
DL14 9,7868
DL15 0,8925
DL15 8,5415
DL15 9,8660
DL16 6,11471
DL16 7,8790
DL17 0,5064
DL17 8,9143
DL17 9,3860
DL2  1,5999
DL2  2,7359
DL2  3,4001
DL3  0,15486
DL3  6,8817
DL3  7,4185
DL3  8,7915
DL3  9,9311
DL4  1,5052
DL4  2,5146
DL5  4,9728
DL5  5,6323
DL5  6,4085
DL5  7,9860
DL6  1,9068
DL6  2,4069
DL6  3,2724
DL7  0,3203
DL7  8,7899
DL7  9,5477
DL8  1,4663
DL8  2,4614
DL8  3,2992
DL8  4,3139
DL8  5,3655
DL9  3,7589
DL9  4,8625
DN1  1,311
DN1  2,6535
DN1  3,2080
DN10 4,5403
DN10 5,1667
DN10 6,5285
DN11 0,13841
DN11 8,8480
DN11 9,6667
DN12 1,8032
DN12 2,6060
DN12 3,5932
DN12 4,4632
DN14 0,7464
DN14 5,8026
DN14 6,13251
DN14 7,7332
DN14 8,4932
DN14 9,6272
DN15 0,1090
DN15 6,5219
DN15 7,8773
DN15 8,12461
DN15 9,9879
DN16 1,9247
DN16 2,8853
DN16 3,14278
DN17 1,12274
DN17 2,11769
DN17 3,7479
DN17 4,6500
DN18 5,8879
DN18 6,3101
DN19 7,6422
DN2  4,8366
DN2  5,8268
DN2  6,8466
DN20 0,7029
DN20 8,6964
DN20 9,5623
DN21 1,11976
DN21 2,6947
DN21 3,7510
DN21 4,5252
DN21 5,6368
DN22 0,4910
DN22 6,7614
DN22 7,15239
DN22 8,5956
DN22 9,3175
DN3  1,8513
DN3  2,12090
DN3  3,10140
DN31 1,1968
DN31 2,7648
DN31 3,214
DN32 0,6767
DN32 7,6812
DN32 8,8656
DN32 9,8700
DN33 1,7270
DN33 2,5240
DN33 3,7464
DN34 4,8595
DN34 5,10832
DN35 0,8799
DN35 7,12105
DN35 8,8368
DN35 9,6063
DN36 4,11091
DN36 5,8440
DN37 0,8154
DN37 7,3620
DN37 8,408
DN37 9,10049
DN38 6,3090
DN39 6,2909
DN4  0,10858
DN4  5,5527
DN4  6,11902
DN4  7,7940
DN4  8,7809
DN4  9,10577
DN40 1,5776
DN40 2,4080
DN40 3,2715
DN41 7,3004
DN41 8,3398
DN5  0,10048
DN5  7,9031
DN5  8,11732
DN5  9,10971
DN6  0,6423
DN6  7,10978
DN6  8,8883
DN6  9,5561
DN7  4,8541
DN7  5,7447
DN7  6,9173
DN8  4,10015
DN8  5,7667
DN9  1,8767
DN9  2,5151
DN9  3,6547
DT1  1,6062
DT1  2,11107
DT1  3,2314
DT10 1,6240
DT10 2,5865
DT11 0,7367
DT11 7,10556
DT11 8,8082
DT11 9,4824
DT2  0,3662
DT2  7,5866
DT2  8,8025
DT2  9,7828
DT3  4,5751
DT3  5,9178
DT3  6,8726
DT4  0,12933
DT4  7,7869
DT4  8,4699
DT4  9,12628
DT5  1,6727
DT5  2,6404
DT6  3,6442
DT6  4,5918
DT6  5,6060
DT6  6,3618
DT7  3,5823
DT8  3,6134
DT9  3,3648
DT9  4,5777
DT9  5,5060
DT9  6,6769
DY1  1,764
DY1  2,14666
DY1  3,11499
DY1  4,5922
DY10 1,7235
DY10 2,11360
DY10 3,10477
DY10 4,7545
DY11 5,10183
DY11 6,12713
DY11 7,7855
DY12 1,5070
DY12 2,6109
DY12 3,1397
DY13 0,6906
DY13 8,9030
DY13 9,6770
DY14 0,1814
DY14 8,3927
DY14 9,2975
DY2  0,11271
DY2  7,7819
DY2  8,7227
DY2  9,8915
DY3  1,9793
DY3  2,11493
DY3  3,11359
DY3  4,1843
DY4  0,14193
DY4  7,10046
DY4  8,11469
DY4  9,8100
DY5  1,6597
DY5  2,13966
DY5  3,13347
DY5  4,8929
DY6  0,4150
DY6  7,4216
DY6  8,10976
DY6  9,8762
DY7  5,2256
DY7  6,6228
DY8  1,5675
DY8  2,6173
DY8  3,12840
DY8  4,13651
DY8  5,13537
DY9  0,11111
DY9  7,5096
DY9  8,6061
DY9  9,8477
E1   0,11315
E1   1,6445
E1   2,8048
E1   3,7531
E1   4,15734
E1   5,11453
E1   6,4429
E1   7,2538
E1   8,4470
E10  5,15191
E10  6,16729
E10  7,12169
E11  1,11935
E11  2,11697
E11  3,16804
E11  4,15482
E12  5,17018
E12  6,26548
E13  0,19524
E13  8,14025
E13  9,14681
E14  0,11037
E14  2,1797
E14  3,17443
E14  4,476
E14  5,661
E14  6,12455
E14  7,13116
E14  8,12658
E14  9,14844
E15  1,14242
E15  2,11209
E15  3,14741
E15  4,12620
E16  1,12265
E16  2,10014
E16  3,14326
E16  4,9785
E17  3,12908
E17  4,16851
E17  5,17385
E17  6,17399
E17  7,11428
E17  8,16080
E17  9,13400
E18  1,8097
E18  2,12213
E1W  1,2562
E1W  2,4296
E1W  3,5846
E2   0,11506
E2   6,9634
E2   7,9310
E2   8,7708
E2   9,8680
E3   2,14284
E3   3,10920
E3   4,15511
E3   5,12833
E4   6,17342
E4   7,11960
E4   8,14742
E4   9,17671
E5   0,17665
E5   8,16442
E5   9,15476
E6   1,17107
E6   2,18510
E6   3,21480
E6   5,11315
E6   6,12151
E7   0,15133
E7   8,21550
E7   9,18670
E8   1,8555
E8   2,10287
E8   3,10678
E8   4,10620
E9   5,12988
E9   6,11820
E9   7,13809
EC1A 4,143
EC1A 7,401
EC1A 9,366
EC1M 3,436
EC1M 5,1129
EC1M 6,769
EC1M 7,191
EC1N 7,2055
EC1N 8,651
EC1R 0,1249
EC1R 1,1265
EC1R 3,302
EC1R 4,1453
EC1R 5,713
EC1V 0,2151
EC1V 1,227
EC1V 2,121
EC1V 3,3265
EC1V 4,1370
EC1V 7,2385
EC1V 8,1747
EC1V 9,1771
EC1Y 0,1240
EC1Y 2,208
EC1Y 4,329
EC1Y 8,2066
EC2A 3,491
EC2A 4,762
EC2Y 8,3321
EC3R 8,231
EC4A 1,151
EC4V 3,323
EC4V 5,280
EC4Y 7,324
EN1  1,12513
EN1  2,7253
EN1  3,12536
EN1  4,13706
EN10 6,11149
EN10 7,6268
EN11 0,6633
EN11 8,6781
EN11 9,8517
EN2  0,9762
EN2  6,4335
EN2  7,7402
EN2  8,7229
EN2  9,1645
EN3  4,12013
EN3  5,16331
EN3  6,19832
EN3  7,10181
EN4  0,5369
EN4  8,12552
EN4  9,8229
EN5  1,6935
EN5  2,14059
EN5  3,3581
EN5  4,5759
EN5  5,8588
EN6  1,6529
EN6  2,7079
EN6  3,5510
EN6  4,5297
EN6  5,5243
EN7  5,7614
EN7  6,14931
EN8  0,9794
EN8  7,7091
EN8  8,11425
EN8  9,8319
EN9  1,7928
EN9  2,4906
EN9  3,11329
EX1  1,1762
EX1  2,9401
EX1  3,10838
EX10 0,4742
EX10 8,3496
EX10 9,9354
EX11 1,7969
EX12 2,7255
EX12 3,1864
EX12 4,504
EX13 5,7153
EX13 7,3873
EX13 8,555
EX14 1,6090
EX14 2,5649
EX14 3,3883
EX14 4,2514
EX14 9,3008
EX15 1,8963
EX15 2,6013
EX15 3,6815
EX16 4,6317
EX16 5,5029
EX16 6,9908
EX16 7,4481
EX16 8,3996
EX16 9,3431
EX17 1,2233
EX17 2,2224
EX17 3,4458
EX17 4,3345
EX17 5,3392
EX17 6,4316
EX18 7,3185
EX19 8,3602
EX2  4,6328
EX2  5,9063
EX2  6,5577
EX2  7,5312
EX2  8,7984
EX2  9,7343
EX20 1,8075
EX20 2,4642
EX20 3,4557
EX20 4,3137
EX21 5,4723
EX22 6,6071
EX22 7,4913
EX23 0,3536
EX23 8,7566
EX23 9,4951
EX24 6,3873
EX3  0,5050
EX31 1,3639
EX31 2,6466
EX31 3,8353
EX31 4,7586
EX32 0,5455
EX32 7,7092
EX32 8,6406
EX32 9,5355
EX33 1,5482
EX33 2,4970
EX34 0,2747
EX34 7,1673
EX34 8,6601
EX34 9,6671
EX35 6,1683
EX36 3,4008
EX36 4,4657
EX37 9,3436
EX38 7,4588
EX38 8,3724
EX39 1,9599
EX39 2,3844
EX39 3,9211
EX39 4,7023
EX39 5,6363
EX39 6,1951
EX4  0,301
EX4  1,9412
EX4  2,7899
EX4  3,2196
EX4  4,9128
EX4  5,3055
EX4  6,8355
EX4  7,5377
EX4  8,6401
EX4  9,3806
EX5  1,3598
EX5  2,4885
EX5  3,2405
EX5  4,5167
EX5  5,2924
EX6  6,2853
EX6  7,4095
EX6  8,7027
EX7  0,5790
EX7  9,6919
EX8  1,7268
EX8  2,7836
EX8  3,5664
EX8  4,9746
EX8  5,7774
EX9  6,5301
EX9  7,1610
FY1  1,298
FY1  2,8046
FY1  3,4510
FY1  4,6674
FY1  5,6265
FY1  6,8589
FY2  0,14737
FY2  9,10373
FY3  0,1973
FY3  7,10738
FY3  8,9746
FY3  9,10213
FY4  1,8698
FY4  2,7980
FY4  3,10591
FY4  4,12227
FY4  5,5148
FY5  1,8125
FY5  2,12365
FY5  3,11404
FY5  4,8569
FY5  5,5357
FY6  0,7337
FY6  7,13001
FY6  8,5487
FY6  9,2804
FY7  6,6982
FY7  7,9168
FY7  8,10369
FY8  1,9541
FY8  2,8987
FY8  3,10037
FY8  4,10363
FY8  5,6112
GL1  1,1960
GL1  2,3878
GL1  3,5976
GL1  4,12232
GL1  5,10867
GL10 2,7011
GL10 3,7254
GL11 4,6325
GL11 5,8213
GL11 6,4006
GL12 7,6469
GL12 8,8912
GL13 9,5994
GL14 1,3888
GL14 2,8219
GL14 3,3965
GL15 4,5099
GL15 5,8973
GL15 6,7135
GL16 7,7275
GL16 8,6405
GL17 0,4637
GL17 9,6791
GL18 1,6133
GL18 2,1526
GL19 3,6792
GL19 4,3228
GL2  0,12301
GL2  2,5086
GL2  3,512
GL2  4,16044
GL2  5,3779
GL2  7,4866
GL2  8,3742
GL2  9,6644
GL20 5,7299
GL20 6,2897
GL20 7,7578
GL20 8,11090
GL3  1,6174
GL3  2,7585
GL3  3,8631
GL3  4,8785
GL4  0,12604
GL4  3,3320
GL4  4,10639
GL4  5,9077
GL4  6,10647
GL4  8,2593
GL5  1,8131
GL5  2,4634
GL5  3,4453
GL5  4,10753
GL5  5,3760
GL50 1,1027
GL50 2,8503
GL50 3,4341
GL50 4,9125
GL51 0,12254
GL51 3,10286
GL51 4,2465
GL51 6,8139
GL51 7,6646
GL51 8,7047
GL51 9,5836
GL52 2,4744
GL52 3,5691
GL52 5,8965
GL52 6,9636
GL52 7,1570
GL52 8,9722
GL52 9,3902
GL53 0,4221
GL53 7,6323
GL53 8,5463
GL53 9,4188
GL54 1,3047
GL54 2,5636
GL54 3,3768
GL54 4,2969
GL54 5,7217
GL55 6,5542
GL56 0,5274
GL56 9,3316
GL6  0,6508
GL6  6,4074
GL6  7,3859
GL6  8,6775
GL6  9,3788
GL7  1,14287
GL7  2,5031
GL7  3,4779
GL7  4,4455
GL7  5,7447
GL7  6,4941
GL7  7,2282
GL8  8,8732
GL9  1,2726
GU1  1,10886
GU1  2,9097
GU1  3,4750
GU1  4,5089
GU10 1,4682
GU10 2,2951
GU10 3,4536
GU10 4,6699
GU10 5,3864
GU11 1,6411
GU11 2,4729
GU11 3,12673
GU12 4,14862
GU12 5,7937
GU12 6,9387
GU14 0,8219
GU14 6,9629
GU14 7,6265
GU14 8,16607
GU14 9,15509
GU15 1,10158
GU15 2,9775
GU15 3,6879
GU15 4,8745
GU16 6,10504
GU16 7,2111
GU16 8,7824
GU16 9,3857
GU17 0,7356
GU17 9,3993
GU18 5,6943
GU19 5,5716
GU2  4,2842
GU2  7,11089
GU2  8,8491
GU2  9,12514
GU20 6,4489
GU21 2,11913
GU21 3,11349
GU21 4,10105
GU21 5,8767
GU21 6,2369
GU21 7,2108
GU21 8,4240
GU22 0,7135
GU22 7,9065
GU22 8,9872
GU22 9,8077
GU23 6,3926
GU23 7,3094
GU24 0,5074
GU24 8,4317
GU24 9,8852
GU25 4,5569
GU26 6,7642
GU27 1,6914
GU27 2,5151
GU27 3,6055
GU28 0,3856
GU28 9,2942
GU29 0,3277
GU29 9,6020
GU3  1,2494
GU3  2,2468
GU3  3,6352
GU30 7,9284
GU31 4,7814
GU31 5,3660
GU32 1,3384
GU32 2,3917
GU32 3,4932
GU33 6,1976
GU33 7,6652
GU34 1,6581
GU34 2,10435
GU34 3,2534
GU34 4,3999
GU34 5,6899
GU35 0,11460
GU35 8,5738
GU35 9,6386
GU4  7,11014
GU4  8,5236
GU46 6,11611
GU46 7,3549
GU47 0,10934
GU47 8,4486
GU47 9,3864
GU5  0,7127
GU5  9,4343
GU51 1,5299
GU51 2,2598
GU51 3,8729
GU51 4,4136
GU51 5,3366
GU52 0,2523
GU52 6,7743
GU52 7,3329
GU52 8,2711
GU6  7,8303
GU6  8,6219
GU7  1,7805
GU7  2,7222
GU7  3,8308
GU8  4,5833
GU8  5,8312
GU8  6,3897
GU9  0,7599
GU9  7,5270
GU9  8,9871
GU9  9,7608
HA0  1,10132
HA0  2,13597
HA0  3,11821
HA0  4,13894
HA1  1,7791
HA1  2,7502
HA1  3,10974
HA1  4,13822
HA2  0,11099
HA2  6,8471
HA2  7,7837
HA2  8,13685
HA2  9,15418
HA3  0,11335
HA3  5,10685
HA3  6,9113
HA3  7,12210
HA3  8,12076
HA3  9,15699
HA4  0,9803
HA4  6,11359
HA4  7,10439
HA4  8,8558
HA4  9,11142
HA5  1,9552
HA5  2,8907
HA5  3,10657
HA5  4,8963
HA5  5,7915
HA6  1,8773
HA6  2,8085
HA6  3,5618
HA7  1,8309
HA7  2,12390
HA7  3,8544
HA7  4,8789
HA8  0,11980
HA8  5,12639
HA8  6,11663
HA8  7,4750
HA8  8,14953
HA8  9,11885
HA9  0,2704
HA9  6,10963
HA9  7,9284
HA9  8,13440
HA9  9,12527
HD1  1,245
HD1  3,8493
HD1  4,8733
HD1  5,2899
HD1  6,3104
HD2  1,15821
HD2  2,14346
HD3  3,15471
HD3  4,14476
HD4  5,12347
HD4  6,11186
HD4  7,7421
HD5  0,5372
HD5  8,14110
HD5  9,12270
HD6  1,2703
HD6  2,7669
HD6  3,12337
HD6  4,5246
HD7  4,8480
HD7  5,10077
HD7  6,4626
HD8  0,11992
HD8  8,12310
HD8  9,10788
HD9  1,7410
HD9  2,4370
HD9  3,4088
HD9  4,4072
HD9  5,4650
HD9  6,6493
HD9  7,5092
HG1  1,1200
HG1  2,7784
HG1  3,7621
HG1  4,12450
HG1  5,5909
HG2  0,8155
HG2  7,11375
HG2  8,8861
HG2  9,5833
HG3  1,5367
HG3  2,11399
HG3  3,4486
HG3  4,2224
HG3  5,3511
HG4  1,8280
HG4  2,8796
HG4  3,4272
HG4  4,2471
HG4  5,2607
HG5  0,9196
HG5  8,5241
HG5  9,4392
HP1  1,7895
HP1  2,8815
HP1  3,8250
HP10 0,5378
HP10 8,5810
HP10 9,8201
HP11 1,7912
HP11 2,5894
HP12 3,12660
HP12 4,10674
HP13 5,14302
HP13 6,11525
HP13 7,18200
HP14 3,9650
HP14 4,8470
HP15 6,8354
HP15 7,9464
HP16 0,7121
HP16 9,4989
HP17 0,1172
HP17 8,8173
HP17 9,922
HP18 0,6357
HP18 9,7467
HP19 0,2395
HP19 7,7154
HP19 8,3599
HP19 9,11139
HP2  4,11282
HP2  5,12831
HP2  6,8007
HP2  7,7173
HP20 1,8222
HP20 2,7019
HP21 7,9850
HP21 8,13461
HP21 9,10793
HP22 4,5286
HP22 5,13733
HP22 6,6233
HP23 4,6186
HP23 5,8257
HP23 6,3405
HP27 0,6573
HP27 9,5910
HP3  0,8308
HP3  8,10070
HP3  9,14437
HP4  1,7138
HP4  2,7688
HP4  3,9684
HP5  1,6829
HP5  2,11690
HP5  3,7440
HP6  5,5980
HP6  6,8487
HP7  0,4309
HP7  9,6552
HP8  4,6971
HP9  1,9228
HP9  2,8309
HR1  1,14430
HR1  2,5365
HR1  3,6513
HR1  4,6290
HR2  0,4460
HR2  6,8596
HR2  7,15773
HR2  8,5110
HR2  9,6058
HR3  5,4868
HR3  6,3059
HR4  0,11107
HR4  7,5839
HR4  8,6165
HR4  9,7907
HR5  3,4774
HR6  0,4539
HR6  8,10913
HR6  9,5499
HR7  4,7315
HR8  1,4463
HR8  2,9865
HR9  5,7402
HR9  6,4662
HR9  7,9465
HU1  1,922
HU1  2,2236
HU1  3,208
HU10 6,11155
HU10 7,8329
HU11 4,8280
HU11 5,3843
HU12 0,5565
HU12 8,11330
HU12 9,9274
HU13 0,7631
HU13 9,7705
HU14 3,8463
HU15 1,13459
HU15 2,11230
HU16 4,6951
HU16 5,9884
HU17 0,10456
HU17 5,2733
HU17 7,8927
HU17 8,11750
HU17 9,10610
HU18 1,8971
HU19 2,7295
HU2  0,1098
HU2  8,1669
HU2  9,1338
HU20 3,1035
HU3  1,6676
HU3  2,5620
HU3  3,4527
HU3  5,2685
HU3  6,8435
HU4  6,12870
HU4  7,10859
HU5  1,5777
HU5  2,9483
HU5  3,10234
HU5  4,9146
HU5  5,17571
HU6  0,493
HU6  7,12249
HU6  8,9782
HU6  9,12211
HU7  0,1913
HU7  3,6913
HU7  4,24255
HU7  5,5171
HU7  6,4976
HU8  0,9616
HU8  7,2144
HU8  8,8875
HU8  9,14959
HU9  1,4621
HU9  2,5967
HU9  3,10632
HU9  4,13241
HU9  5,8897
HX1  1,492
HX1  2,4379
HX1  3,7620
HX1  4,7624
HX1  5,4553
HX2  0,8976
HX2  6,5137
HX2  7,6223
HX2  8,7189
HX2  9,9154
HX3  0,7762
HX3  5,8260
HX3  6,6546
HX3  7,9868
HX3  8,7376
HX3  9,7159
HX4  0,1735
HX4  8,6445
HX4  9,4264
HX5  0,5960
HX5  9,4530
HX6  1,4357
HX6  2,6317
HX6  3,3141
HX6  4,5290
HX7  5,4765
HX7  6,2305
HX7  7,2665
HX7  8,3860
IG1  1,14496
IG1  2,20732
IG1  3,17592
IG1  4,13184
IG10 1,6946
IG10 2,9417
IG10 3,10989
IG10 4,4880
IG11 0,9872
IG11 7,16320
IG11 8,8340
IG11 9,20028
IG2  6,14700
IG2  7,14920
IG3  8,17810
IG3  9,19070
IG4  5,9112
IG5  0,17398
IG6  1,8459
IG6  2,12065
IG6  3,6844
IG7  4,7530
IG7  5,8724
IG7  6,4599
IG8  0,8621
IG8  7,9583
IG8  8,8327
IG8  9,9504
IG9  5,7733
IG9  6,5440
IP1  1,561
IP1  2,5642
IP1  3,3472
IP1  4,8819
IP1  5,9421
IP1  6,12514
IP10 0,3126
IP11 0,5424
IP11 2,9014
IP11 7,6650
IP11 9,8863
IP12 1,6857
IP12 2,5642
IP12 3,4919
IP12 4,7524
IP13 0,4080
IP13 6,4783
IP13 7,3163
IP13 8,2312
IP13 9,4194
IP14 1,9410
IP14 2,6768
IP14 3,4645
IP14 4,5926
IP14 5,8855
IP14 6,4268
IP15 5,2519
IP16 4,6692
IP17 1,6550
IP17 2,2530
IP17 3,1941
IP18 6,4150
IP19 0,2416
IP19 8,6032
IP19 9,2061
IP2  0,9793
IP2  8,7624
IP2  9,14416
IP20 0,2567
IP20 9,5398
IP21 4,6527
IP21 5,4944
IP22 1,5494
IP22 2,5559
IP22 4,8463
IP22 5,2846
IP23 7,4428
IP23 8,2738
IP24 1,10101
IP24 2,10119
IP24 3,8229
IP25 6,11886
IP25 7,6735
IP26 4,5645
IP26 5,3499
IP27 0,11473
IP27 9,7966
IP28 6,5708
IP28 7,9305
IP28 8,10034
IP29 4,4513
IP29 5,4704
IP3  0,10726
IP3  8,12167
IP3  9,12456
IP30 0,4326
IP30 9,9552
IP31 1,6433
IP31 2,8164
IP31 3,7178
IP32 6,8990
IP32 7,8484
IP33 1,4537
IP33 2,9641
IP33 3,10569
IP4  1,3470
IP4  2,8026
IP4  3,5261
IP4  4,7993
IP4  5,12432
IP5  1,5672
IP5  2,10666
IP5  3,3749
IP6  0,5632
IP6  8,6351
IP6  9,4558
IP7  5,6584
IP7  6,5012
IP7  7,5394
IP8  3,6903
IP8  4,4260
IP9  1,4286
IP9  2,7315
KT1  1,1027
KT1  2,8381
KT1  3,11879
KT1  4,3144
KT10 0,9792
KT10 8,6453
KT10 9,5116
KT11 1,3179
KT11 2,9400
KT11 3,2735
KT12 1,4401
KT12 2,12036
KT12 3,8242
KT12 4,5739
KT12 5,7241
KT13 0,6728
KT13 8,7307
KT13 9,7733
KT14 6,5751
KT14 7,7897
KT15 1,10041
KT15 2,8442
KT15 3,9505
KT16 0,5799
KT16 8,6124
KT16 9,6951
KT17 1,5482
KT17 2,8000
KT17 3,4058
KT17 4,6282
KT18 5,8098
KT18 6,2158
KT18 7,7577
KT19 0,9211
KT19 7,1889
KT19 8,8130
KT19 9,15632
KT2  5,14668
KT2  6,8305
KT2  7,8160
KT20 5,10562
KT20 6,5853
KT20 7,4603
KT21 1,5989
KT21 2,8044
KT22 0,4009
KT22 7,6663
KT22 8,4828
KT22 9,9193
KT23 3,5203
KT23 4,5728
KT24 5,5349
KT24 6,4378
KT3  3,12974
KT3  4,4982
KT3  5,10309
KT3  6,11106
KT4  7,10791
KT4  8,18770
KT5  8,11022
KT5  9,9856
KT6  4,6374
KT6  5,8153
KT6  6,6876
KT6  7,10722
KT7  0,10598
KT8  0,2665
KT8  1,5609
KT8  2,7426
KT8  9,4382
KT9  1,9616
KT9  2,12233
L1   0,143
L1   1,339
L1   2,161
L1   3,217
L1   4,1149
L1   5,2385
L1   6,410
L1   7,897
L1   8,762
L1   9,752
L10  0,513
L10  1,1541
L10  2,1440
L10  3,1206
L10  4,3105
L10  6,1542
L10  7,2270
L10  8,2132
L10  9,1665
L11  0,1627
L11  1,2364
L11  2,4247
L11  3,4430
L11  4,2968
L11  5,1667
L11  6,1129
L11  7,3256
L11  8,2105
L11  9,1986
L12  0,9885
L12  1,1281
L12  2,1089
L12  3,984
L12  4,3087
L12  5,4495
L12  6,2280
L12  7,2106
L12  8,2515
L12  9,4776
L13  0,1416
L13  1,1623
L13  2,3302
L13  3,3184
L13  4,3126
L13  5,4209
L13  6,3480
L13  7,4041
L13  8,3320
L13  9,3538
L14  0,4423
L14  1,2227
L14  2,2274
L14  3,1957
L14  4,1735
L14  5,982
L14  6,2785
L14  7,3172
L14  8,2459
L14  9,3676
L15  0,3291
L15  1,2770
L15  2,2539
L15  3,4856
L15  4,4065
L15  5,1649
L15  6,2548
L15  7,3090
L15  8,3935
L15  9,1928
L16  0,860
L16  1,1111
L16  2,2583
L16  3,2537
L16  4,939
L16  5,1544
L16  6,1183
L16  7,2391
L16  8,1063
L16  9,1227
L17  0,4218
L17  1,1044
L17  2,1667
L17  3,2366
L17  4,1534
L17  5,1525
L17  6,2340
L17  7,4947
L17  8,2982
L17  9,2064
L18  0,1048
L18  1,6204
L18  2,2012
L18  3,3175
L18  4,2348
L18  5,2427
L18  6,1740
L18  7,2919
L18  8,3624
L18  9,3541
L19  0,2176
L19  1,2806
L19  2,3140
L19  3,2845
L19  4,2943
L19  5,1595
L19  6,1126
L19  7,1279
L19  8,3180
L19  9,3158
L2   0,204
L2   2,169
L2   5,201
L20  0,3383
L20  2,2478
L20  3,2601
L20  4,6530
L20  5,2967
L20  6,5384
L20  7,2063
L20  8,388
L20  9,6468
L21  0,3750
L21  1,3763
L21  2,1128
L21  3,557
L21  4,1779
L21  5,1989
L21  6,1026
L21  7,3663
L21  8,3420
L21  9,5038
L22  0,1367
L22  1,849
L22  2,1891
L22  3,1137
L22  4,2234
L22  5,1211
L22  6,1409
L22  7,1251
L22  8,1287
L22  9,1447
L23  0,4983
L23  1,2225
L23  2,3331
L23  3,2527
L23  4,1168
L23  5,2346
L23  6,3192
L23  7,3112
L23  8,2164
L23  9,5839
L24  0,2956
L24  1,1226
L24  2,3246
L24  3,3069
L24  4,922
L24  5,959
L24  6,1167
L24  7,1816
L24  9,950
L25  0,3312
L25  1,1829
L25  2,3790
L25  3,3266
L25  4,2796
L25  5,4406
L25  6,1752
L25  7,4598
L25  8,3811
L25  9,4627
L26  0,2289
L26  1,3256
L26  3,250
L26  6,1530
L26  7,4941
L26  9,3214
L27  0,345
L27  1,1153
L27  4,249
L27  5,1279
L27  6,1108
L27  7,1349
L27  8,1077
L28  0,1025
L28  1,1452
L28  3,248
L28  4,1471
L28  5,944
L28  6,466
L28  7,251
L28  8,548
L29  7,412
L3   0,603
L3   1,898
L3   2,2562
L3   3,398
L3   4,2865
L3   5,3437
L3   6,3659
L3   8,2605
L3   9,1190
L30  0,2220
L30  1,4168
L30  2,3359
L30  3,1952
L30  5,3138
L30  6,329
L30  7,2798
L30  8,1437
L30  9,901
L31  0,2475
L31  1,4601
L31  2,3180
L31  3,1454
L31  4,2453
L31  5,3815
L31  6,3320
L31  7,3015
L31  8,3015
L31  9,4149
L32  0,3310
L32  1,1489
L32  2,2249
