Postcode,Population
B37  7,14219
B38  0,2128
B38  8,9407
B38  9,10295
B4   6,344
B4   7,4439
B42  1,11220
B42  2,13695
B43  5,11193
B43  6,6687
B43  7,11199
B44  0,15775
B44  8,10245
B44  9,11906
B45  0,7303
B45  8,10843
B45  9,12716
B46  1,7384
B46  2,2195
B46  3,2762
B47  5,6744
B47  6,2819
B48  7,5925
B49  5,4440
B49  6,5975
B5   4,2181
B5   5,881
B5   6,226
B5   7,8959
B50  4,5470
B6   4,1114
B6   5,4485
B6   6,11714
B6   7,2790
B60  1,7864
B60  2,8057
B60  3,9232
B60  4,3421
B61  0,10253
B61  7,5303
B61  8,5932
B61  9,2504
B62  0,6447
B62  8,8222
B62  9,10278
B63  1,6052
B63  2,12381
B63  3,8009
B63  4,10805
B64  5,3823
B64  6,7033
B64  7,6041
B65  0,6031
B65  8,7941
B65  9,10331
B66  1,3730
B66  2,1622
B66  3,7431
B66  4,9026
B67  5,10146
B67  6,10777
B67  7,10147
B68  0,9447
B68  8,9903
B68  9,11924
B69  1,15274
B69  2,5281
B69  3,3629
B69  4,5422
B7   4,3666
B7   5,5070
B70  0,7070
B70  6,7024
B70  7,3107
B70  8,4002
B70  9,7414
B71  1,8736
B71  2,10367
B71  3,8839
B71  4,3740
B72  1,9784
B73  5,13602
B73  6,9711
B74  2,10128
B74  3,11576
B74  4,11495
B75  5,8260
B75  6,9093
B75  7,9932
B76  0,386
B76  1,11934
B76  2,6671
B76  9,3144
B77  1,10957
B77  2,14957
B77  3,9031
B77  4,14520
B77  5,9138
B78  1,10426
B78  2,4475
B78  3,10017
B79  0,3282
B79  7,6253
B79  8,10729
B79  9,2356
B8   1,10807
B8   2,15606
B8   3,16459
B80  7,7218
B9   4,4454
B9   5,21008
B90  1,10792
B90  2,13077
B90  3,10650
B90  4,11859
B91  1,11121
B91  2,12016
B91  3,10775
B92  0,4068
B92  7,12949
B92  8,12707
B92  9,8356
B93  0,3543
B93  8,7957
B93  9,8645
B94  5,3955
B94  6,3587
B95  5,3995
B95  6,1792
B96  6,5185
B97  4,5885
B97  5,17118
B97  6,11243
B98  0,14842
B98  7,20229
B98  8,9633
B98  9,6478
BA1  1,1915
BA1  2,6679
BA1  3,7733
BA1  4,5438
BA1  5,4624
BA1  6,8427
BA1  7,5637
BA1  8,924
BA1  9,252
BA10 0,3822
BA11 1,5104
BA11 2,11181
BA11 3,5054
BA11 4,6425
BA11 5,3500
BA11 6,1914
BA12 0,5786
BA12 6,4381
BA12 7,3136
BA12 8,9191
BA12 9,6651
BA13 2,1331
BA13 3,13166
BA13 4,6180
BA14 0,12745
BA14 6,6070
BA14 7,15523
BA14 8,5939
BA14 9,8940
BA15 1,9354
BA15 2,4078
BA16 0,10629
BA16 9,2703
BA2  0,4680
BA2  1,13140
BA2  2,10712
BA2  3,9586
BA2  4,6417
BA2  5,7381
BA2  6,6258
BA2  7,7333
BA2  8,7826
BA2  9,2066
BA20 1,2221
BA20 2,8887
BA21 3,15440
BA21 4,9099
BA21 5,9834
BA22 7,3967
BA22 8,9166
BA22 9,5439
BA3  2,10021
BA3  3,10645
BA3  4,7725
BA3  5,7097
BA4  4,5274
BA4  5,8485
BA4  6,4413
BA5  1,6201
BA5  2,7415
BA5  3,4309
BA6  8,6581
BA6  9,6577
BA7  7,3591
BA8  0,4245
BA9  8,1516
BA9  9,5886
BB1  1,12594
BB1  2,9385
BB1  3,2844
BB1  4,6773
BB1  5,7947
BB1  6,3534
BB1  7,4465
BB1  8,10034
BB1  9,10457
BB10 1,9011
BB10 2,10682
BB10 3,8167
BB10 4,10412
BB11 2,5319
BB11 3,4184
BB11 4,6201
BB11 5,7013
BB12 0,8270
BB12 6,8721
BB12 7,7329
BB12 8,8068
BB12 9,2998
BB18 5,7882
BB18 6,9682
BB2  1,5812
BB2  2,4546
BB2  3,10141
BB2  4,15524
BB2  5,7228
BB2  6,10666
BB2  7,7350
BB3  0,9512
BB3  1,6535
BB3  2,9613
BB3  3,9617
BB4  4,7640
BB4  5,6140
BB4  6,7969
BB4  7,6005
BB4  8,8870
BB4  9,5701
BB5  0,9920
BB5  1,5056
BB5  2,7858
BB5  3,8088
BB5  4,9044
BB5  5,11771
BB5  6,10733
BB6  7,11042
BB6  8,3944
BB7  1,7761
BB7  2,7337
BB7  3,3135
BB7  4,5192
BB7  9,8981
BB8  0,6198
BB8  7,4733
BB8  8,5205
BB8  9,7419
BB9  0,12463
BB9  5,6499
BB9  6,4895
BB9  7,6876
BB9  8,8298
BB9  9,6566
BD1  1,392
BD1  2,378
BD1  3,1607
BD1  4,767
BD1  5,772
BD10 0,9032
BD10 8,10865
BD10 9,6565
BD11 1,5652
BD11 2,5957
BD12 0,5426
BD12 7,1941
BD12 8,5017
BD12 9,4669
BD13 1,4055
BD13 2,7828
BD13 3,7089
BD13 4,3565
BD13 5,2996
BD14 6,9070
BD15 0,4342
BD15 7,8240
BD15 9,3074
BD16 1,9644
BD16 2,3498
BD16 3,5904
BD16 4,7332
BD17 5,8370
BD17 6,6326
BD17 7,3604
BD18 1,7353
BD18 2,6980
BD18 3,5569
BD18 4,7964
BD19 3,6122
BD19 4,9647
BD19 5,2704
BD19 6,4036
BD2  1,8331
BD2  2,4859
BD2  3,8104
BD2  4,7909
BD20 0,6274
BD20 5,7447
BD20 6,7564
BD20 7,5017
BD20 8,5632
BD20 9,4169
BD21 1,6176
BD21 2,7318
BD21 3,4019
BD21 4,7538
BD21 5,2686
BD22 0,4565
BD22 6,7855
BD22 7,9259
BD22 8,4365
BD22 9,4471
BD23 1,6032
BD23 2,8535
BD23 3,4192
BD23 4,3649
BD23 5,3561
BD23 6,4015
BD24 0,2047
BD24 9,3196
BD3  0,9994
BD3  7,7686
BD3  8,9291
BD3  9,7812
BD4  0,6848
BD4  6,7415
BD4  7,4873
BD4  8,7020
BD4  9,5758
BD5  0,7252
BD5  7,6453
BD5  8,7921
BD5  9,10723
BD6  1,9704
BD6  2,7786
BD6  3,13256
BD7  1,6277
BD7  2,12096
BD7  3,8844
BD7  4,8920
BD8  0,8111
BD8  7,6828
BD8  8,6807
BD8  9,10461
BD9  4,9766
BD9  5,11179
BD9  6,9022
BH1  1,2706
BH1  2,1120
BH1  3,6614
BH1  4,9294
BH10 4,4215
BH10 5,7194
BH10 6,5155
BH10 7,3944
BH11 8,10109
BH11 9,10248
BH12 1,6393
BH12 2,8133
BH12 3,8190
BH12 4,8904
BH12 5,4439
BH13 6,4671
BH13 7,3835
BH14 0,7156
BH14 8,9469
BH14 9,7330
BH15 1,6314
BH15 2,6209
BH15 3,11530
BH15 4,9740
BH16 5,11193
BH16 6,4996
BH17 7,9103
BH17 8,7693
BH17 9,6700
BH18 8,4756
BH18 9,6620
BH19 1,4168
BH19 2,5648
BH19 3,1956
BH2  5,4579
BH2  6,3951
BH20 4,5619
BH20 5,4028
BH20 6,6085
BH20 7,4666
BH21 1,10666
BH21 2,9210
BH21 3,10916
BH21 4,2268
BH21 5,2459
BH21 6,1524
BH21 7,3897
BH21 8,530
BH22 0,7730
BH22 8,11099
BH22 9,8561
BH23 1,5716
BH23 2,12326
BH23 3,9090
BH23 4,9904
BH23 5,7002
BH23 6,509
BH23 7,4585
BH23 8,4863
BH24 1,10708
BH24 2,7012
BH24 3,4987
BH24 4,1412
BH25 5,12630
BH25 6,6746
BH25 7,6918
BH3  7,5868
BH31 6,10397
BH31 7,3263
BH4  8,5442
BH4  9,4149
BH5  1,6526
BH5  2,4971
BH6  3,9246
BH6  4,3697
BH6  5,9753
BH7  6,8312
BH7  7,3771
BH8  0,7471
BH8  8,12915
BH8  9,8258
BH9  1,12979
BH9  2,9077
BH9  3,10274
BL0  0,5699
BL0  9,12452
BL1  1,421
BL1  2,4337
BL1  3,10141
BL1  4,9297
BL1  5,12424
BL1  6,8835
BL1  7,8561
BL1  8,11211
BL2  1,4010
BL2  2,8590
BL2  3,8717
BL2  4,4812
BL2  5,9521
BL2  6,10902
BL3  1,12592
BL3  2,9619
BL3  3,15201
BL3  4,14564
BL3  5,8153
BL3  6,5592
BL4  0,10407
BL4  7,6925
BL4  8,8309
BL4  9,8559
BL5  1,2723
BL5  2,12818
BL5  3,12106
BL6  4,6130
BL6  5,10297
BL6  6,7043
BL6  7,6616
BL7  0,3250
BL7  8,699
BL7  9,11341
BL8  1,13039
BL8  2,10577
BL8  3,8473
BL8  4,4511
BL9  0,2582
BL9  5,6838
BL9  6,8932
BL9  7,10187
BL9  8,9620
BL9  9,11143
BN1  1,2047
BN1  2,5057
BN1  3,10473
BN1  4,9006
BN1  5,10377
BN1  6,17553
BN1  7,8611
BN1  8,14815
BN1  9,8736
BN10 7,9331
BN10 8,9665
BN11 1,4731
BN11 2,9269
BN11 3,4292
BN11 4,9157
BN11 5,6572
BN12 4,7982
BN12 5,4513
BN12 6,8082
BN13 1,8319
BN13 2,10747
BN13 3,9086
BN14 0,5867
BN14 7,11021
BN14 8,6926
BN14 9,7611
BN15 0,8676
BN15 8,7976
BN15 9,11333
BN16 1,6774
BN16 2,7075
BN16 3,8240
BN16 4,6878
BN17 5,6639
BN17 6,13979
BN17 7,8309
BN18 0,8793
BN18 9,4976
BN2  0,7122
BN2  1,10349
BN2  3,12665
BN2  4,16547
BN2  5,13119
BN2  6,10012
BN2  7,4471
BN2  8,8753
BN2  9,11785
BN20 0,1656
BN20 7,5993
BN20 8,8518
BN20 9,5252
BN21 1,7098
BN21 2,9253
BN21 3,5629
BN21 4,4371
BN22 0,9692
BN22 7,4880
BN22 8,10588
BN22 9,7809
BN23 5,6413
BN23 6,6865
BN23 7,7408
BN23 8,8249
BN24 5,6395
BN24 6,3104
BN25 1,4770
BN25 2,7417
BN25 3,9036
BN25 4,2873
BN26 5,6436
BN26 6,5244
BN27 1,6358
BN27 2,5288
BN27 3,11239
BN27 4,4559
BN3  1,10675
BN3  2,7022
BN3  3,12909
BN3  4,7950
BN3  5,12207
BN3  6,11757
BN3  7,10600
BN3  8,8177
BN41 1,6704
BN41 2,14681
BN42 4,10216
BN43 5,11556
BN43 6,11441
BN44 3,10352
BN45 7,681
BN5  9,7265
BN6  8,8879
BN6  9,8911
BN7  1,8864
BN7  2,8520
BN7  3,4279
BN8  4,6102
BN8  5,6257
BN8  6,4313
BN9  0,4019
BN9  9,9760
BR1  1,483
BR1  2,12036
BR1  3,12975
BR1  4,14523
BR1  5,17581
BR2  0,11982
BR2  6,2384
BR2  7,9297
BR2  8,10968
BR2  9,11215
BR3  1,9189
BR3  3,13354
BR3  4,13164
BR3  5,6924
BR3  6,5756
BR4  0,9261
BR4  9,10151
BR5  1,12094
BR5  2,13127
BR5  3,10845
BR5  4,10673
BR6  0,9656
BR6  6,6795
BR6  7,8067
BR6  8,8409
BR6  9,14951
BR7  5,6758
BR7  6,10930
BR8  7,15219
BR8  8,7247
BS1  1,1234
BS1  2,554
BS1  3,2418
BS1  4,538
BS1  5,3226
BS1  6,4279
BS10 5,9713
BS10 6,10453
BS10 7,8058
BS11 0,9789
BS11 9,7954
BS13 0,7711
BS13 7,8502
BS13 8,7503
BS13 9,6531
BS14 0,9065
BS14 8,7939
BS14 9,11783
BS15 1,12204
BS15 3,9010
BS15 4,11354
BS15 8,7538
BS15 9,8283
BS16 1,12446
BS16 2,9278
BS16 3,7007
BS16 4,9387
BS16 5,10223
BS16 6,10836
BS16 7,8056
BS16 9,10377
BS2  0,2983
BS2  8,6085
BS2  9,6877
BS20 0,4936
BS20 6,8144
BS20 7,11617
BS20 8,5977
BS21 5,4969
BS21 6,9126
BS21 7,9709
BS22 6,8158
BS22 7,10572
BS22 8,10837
BS22 9,8716
BS23 1,5050
BS23 2,9401
BS23 3,12488
BS23 4,7818
BS24 0,2083
BS24 6,367
BS24 7,8492
BS24 8,2214
BS24 9,6104
BS25 1,4719
BS25 5,1652
BS26 2,5241
BS27 3,7239
BS28 4,3390
BS29 6,2983
BS3  1,9090
BS3  2,6201
BS3  3,6294
BS3  4,7810
BS3  5,8188
BS30 5,5152
BS30 6,3586
BS30 7,3746
BS30 8,10526
BS30 9,8026
BS31 1,7613
BS31 2,8671
BS31 3,4163
BS32 0,7538
BS32 4,4476
BS32 8,8541
BS32 9,4755
BS34 5,8304
BS34 6,6435
BS34 7,7215
BS34 8,8502
BS35 1,6756
BS35 2,6580
BS35 3,3126
BS35 4,4996
BS35 5,662
BS36 1,6382
BS36 2,9407
BS37 4,8283
BS37 5,7896
BS37 6,8205
BS37 7,7108
BS37 8,6596
BS37 9,823
BS39 4,2649
BS39 5,4664
BS39 6,3071
BS39 7,5420
BS4  1,13253
BS4  2,10171
BS4  3,9054
BS4  4,12660
BS4  5,3895
BS40 5,4596
BS40 6,2297
BS40 7,1603
BS40 8,3917
BS40 9,649
BS41 8,845
BS41 9,5370
BS48 1,5661
BS48 2,7001
BS48 3,5661
BS48 4,5608
BS49 4,8643
BS49 5,3573
BS5  0,8939
BS5  6,13477
BS5  7,11164
BS5  8,9802
BS5  9,10135
BS6  5,10969
BS6  6,13235
BS6  7,10234
BS7  0,15757
BS7  8,10487
BS7  9,15609
BS8  1,4977
BS8  2,7410
BS8  3,5309
BS8  4,8989
BS9  1,8569
BS9  2,6748
BS9  3,8731
BS9  4,7598
CA1  1,2266
CA1  2,11354
CA1  3,11184
CA10 1,5885
CA10 2,3358
CA10 3,4681
CA11 0,4514
CA11 7,3640
CA11 8,8084
CA11 9,6619
CA12 4,4863
CA12 5,3340
CA13 0,8790
CA13 9,6552
CA14 1,8623
CA14 2,5162
CA14 3,8690
CA14 4,6663
CA14 5,7460
CA15 6,4569
CA15 7,6923
CA15 8,5089
CA16 6,6313
CA17 4,4981
CA18 1,332
CA19 1,1092
CA2  4,10556
CA2  5,7748
CA2  6,9440
CA2  7,12576
CA20 1,3429
CA21 2,1037
CA22 2,9086
CA23 3,1455
CA24 3,1294
CA25 5,6321
CA26 3,3953
CA27 0,1680
CA28 6,10110
CA28 7,2858
CA28 8,9009
CA28 9,7254
CA3  0,6202
CA3  8,335
CA3  9,7788
CA4  0,3269
CA4  8,5756
CA4  9,866
CA5  6,3899
CA5  7,3371
CA6  4,4289
CA6  5,3409
CA6  6,1593
CA7  0,1746
CA7  1,1480
CA7  2,2750
CA7  3,3005
CA7  4,4178
CA7  5,1974
CA7  8,1933
CA7  9,5961
CA8  1,4850
CA8  2,1952
CA8  7,1463
CA8  9,2274
CA9  3,2132
CB1  1,3723
CB1  2,7773
CB1  3,18913
CB1  7,4493
CB1  8,5782
CB1  9,9654
CB10 1,4713
CB10 2,9086
CB11 3,9851
CB11 4,8601
CB2  0,1197
CB2  1,7728
CB2  3,2332
CB2  7,503
CB2  8,3960
CB2  9,3221
CB21 4,8695
CB21 5,5680
CB21 6,1597
CB22 3,7939
CB22 4,4407
CB22 5,7787
CB22 6,1257
CB22 7,3168
CB23 1,2714
CB23 2,2005
CB23 3,3528
CB23 4,1105
CB23 5,2389
CB23 6,5980
CB23 7,8700
CB23 8,5152
CB24 3,4276
CB24 4,3391
CB24 5,7031
CB24 6,4345
CB24 8,6689
CB24 9,8042
CB25 0,8400
CB25 9,10274
CB3  0,8933
CB3  9,7701
CB4  1,16245
CB4  2,14703
CB4  3,11894
CB5  8,11283
CB6  1,12701
CB6  2,12210
CB6  3,14327
CB7  4,8812
CB7  5,18403
CB8  0,9893
CB8  7,6633
CB8  8,9364
CB8  9,8095
CB9  0,8558
CB9  7,9989
CB9  8,6212
CB9  9,8848
CH1  1,920
CH1  2,969
CH1  3,3713
CH1  4,6883
CH1  5,13709
CH1  6,5048
CH2  1,9592
CH2  2,7877
CH2  3,9856
CH2  4,7765
CH3  5,12530
CH3  6,4940
CH3  7,7025
CH3  8,4079
CH3  9,4150
CH4  0,10463
CH4  7,7208
CH4  8,11732
CH4  9,3618
CH41 0,3717
CH41 1,534
CH41 2,3007
CH41 3,1314
CH41 4,3059
CH41 5,754
CH41 6,147
CH41 7,2289
CH41 8,2584
CH41 9,1663
CH42 0,2772
CH42 1,3415
CH42 2,2257
CH42 3,2698
CH42 4,4018
CH42 5,3141
CH42 6,4499
CH42 7,2358
CH42 8,2577
CH42 9,4006
CH43 0,5531
CH43 1,2810
CH43 2,4474
CH43 3,2652
CH43 4,2930
CH43 5,3653
CH43 6,1754
CH43 7,5870
CH43 8,1766
CH43 9,8335
CH44 0,3179
CH44 1,2824
CH44 2,2826
CH44 3,2524
CH44 4,4442
CH44 5,3137
CH44 6,2637
CH44 7,1847
CH44 8,3250
CH44 9,3904
CH45 0,1711
CH45 1,2847
CH45 2,2587
CH45 3,2605
CH45 4,3967
CH45 5,4954
CH45 6,2565
CH45 7,3543
CH45 8,4598
CH45 9,2157
CH46 0,3780
CH46 1,2815
CH46 2,2759
CH46 3,1875
CH46 5,531
CH46 6,5492
CH46 7,2724
CH46 8,3101
CH46 9,2963
CH47 0,640
CH47 1,677
CH47 2,2147
CH47 3,2356
CH47 4,953
CH47 5,804
CH47 6,936
CH47 7,1271
CH47 9,1355
CH48 0,1802
CH48 1,919
CH48 2,1395
CH48 3,1409
CH48 4,828
CH48 5,2754
CH48 6,2133
CH48 7,629
CH48 8,1329
CH48 9,2331
CH49 0,1783
CH49 1,2505
CH49 2,3744
CH49 3,3366
CH49 4,5212
CH49 5,1589
CH49 6,4176
CH49 7,2336
CH49 8,2759
CH49 9,1932
CH5  1,8768
CH5  2,7449
CH5  3,10111
CH5  4,17152
CH6  5,13484
CH6  6,4019
CH60 0,1308
CH60 1,1932
CH60 2,1542
CH60 3,1038
CH60 4,806
CH60 5,1968
CH60 6,1295
CH60 7,1239
CH60 8,990
CH60 9,1238
CH61 0,506
CH61 1,1244
CH61 2,631
CH61 3,1608
CH61 4,2931
CH61 5,2655
CH61 6,2458
CH61 7,1963
CH61 8,2202
CH61 9,1764
CH62 0,1118
CH62 1,3199
CH62 2,3613
CH62 3,1186
CH62 4,1930
CH62 5,2383
CH62 6,4006
CH62 7,3529
CH62 8,4970
CH62 9,3429
CH63 0,4732
CH63 1,311
CH63 2,5114
CH63 3,4478
CH63 4,332
CH63 5,4212
CH63 6,544
CH63 7,4024
CH63 8,3041
CH63 9,4480
CH64 0,2938
CH64 1,1460
CH64 2,1221
CH64 3,2041
CH64 4,2816
CH64 5,942
CH64 6,2992
CH64 7,296
CH64 8,153
CH64 9,4470
CH65 0,1200
CH65 2,2644
CH65 3,1162
CH65 4,894
CH65 5,3460
CH65 6,3266
CH65 7,3739
CH65 8,4792
CH65 9,5790
CH66 1,6190
CH66 2,13091
CH66 3,6212
CH66 4,8775
CH66 5,1024
CH66 6,393
CH66 7,190
CH7  1,10284
CH7  2,9763
CH7  3,6389
CH7  4,6197
CH7  5,6788
CH7  6,11767
CH8  7,9343
CH8  8,6338
CH8  9,5460
CM0  7,8519
CM0  8,7843
CM1  1,3662
CM1  2,16345
CM1  3,8718
CM1  4,13409
CM1  6,13644
CM1  7,8496
CM11 1,7399
CM11 2,12029
CM12 0,12611
CM12 9,7656
CM13 1,8571
CM13 2,10466
CM13 3,6006
CM14 4,10773
CM14 5,9416
CM15 0,9033
CM15 8,5887
CM15 9,9010
CM16 4,3769
CM16 5,3589
CM16 6,8214
CM16 7,7015
CM17 0,7012
CM17 9,14762
CM18 6,13148
CM18 7,11826
CM19 4,11084
CM19 5,8148
CM2  0,5417
CM2  6,15333
CM2  7,8612
CM2  8,15216
CM2  9,14983
CM20 1,6513
CM20 2,4101
CM20 3,11263
CM21 0,4404
CM21 9,6676
CM22 6,6993
CM22 7,6535
CM23 1,1584
CM23 2,7426
CM23 3,9546
CM23 4,13649
CM23 5,9318
CM24 8,6818
CM3  1,5739
CM3  2,5550
CM3  3,5022
CM3  4,9449
CM3  5,15230
CM3  6,9607
CM3  7,1591
CM3  8,3128
CM4  0,4676
CM4  9,5730
CM5  0,5522
CM5  9,5295
CM6  1,11953
CM6  2,6383
CM6  3,7412
CM7  1,9510
CM7  2,5652
CM7  3,11266
CM7  4,4325
CM7  5,9623
CM7  9,9459
CM77 6,2704
CM77 7,7618
CM77 8,5416
CM8  1,14304
CM8  2,12152
CM8  3,7087
CM9  4,9095
CM9  5,4360
CM9  6,11623
CM9  8,9198
CO1  1,4774
CO1  2,10549
CO10 0,13677
CO10 1,8506
CO10 2,4508
CO10 5,2311
CO10 7,6582
CO10 8,5476
CO10 9,6303
CO11 1,5769
CO11 2,7471
CO12 3,7130
CO12 4,11517
CO12 5,4065
CO13 0,8290
CO13 9,4090
CO14 8,6886
CO15 1,7395
CO15 2,6638
CO15 3,8816
CO15 4,8299
CO15 5,6892
CO15 6,5977
CO16 0,3104
CO16 7,5028
CO16 8,11164
CO16 9,5441
CO2  0,4580
CO2  7,9463
CO2  8,12958
CO2  9,8900
CO3  0,7853
CO3  3,8181
CO3  4,6811
CO3  8,844
CO3  9,5054
CO4  0,7392
CO4  3,18392
CO4  5,14323
CO4  9,8974
CO5  0,10097
CO5  7,4606
CO5  8,7616
CO5  9,6511
CO6  1,9911
CO6  2,6425
CO6  3,6323
CO6  4,6010
CO6  5,867
CO7  0,8257
CO7  6,6095
CO7  7,5609
CO7  8,5920
CO7  9,7808
CO8  5,2353
CO9  1,9609
CO9  2,6179
CO9  3,5741
CO9  4,4294
CR0  0,18697
CR0  1,9175
CR0  2,19825
CR0  3,19177
CR0  4,17160
CR0  5,10954
CR0  6,22392
CR0  7,16371
CR0  8,13224
CR0  9,10728
CR2  0,11246
CR2  6,11107
CR2  7,8419
CR2  8,11539
CR2  9,7242
CR3  0,4379
CR3  5,12987
CR3  6,9625
CR3  7,2189
CR4  1,17385
CR4  2,13705
CR4  3,19198
CR4  4,9838
CR5  1,10878
CR5  2,9367
CR5  3,9264
CR6  9,10064
CR7  6,9251
CR7  7,18084
CR7  8,18361
CR8  1,4963
CR8  2,8475
CR8  3,5116
CR8  4,6226
CR8  5,8493
CT1  1,14858
CT1  2,4392
CT1  3,12196
CT10 1,7214
CT10 2,10759
CT10 3,7489
CT11 0,7632
CT11 7,9375
CT11 8,5889
CT11 9,6963
CT12 4,3968
CT12 5,2802
CT12 6,11453
CT13 0,6089
CT13 9,3008
CT14 0,3024
CT14 6,5475
CT14 7,9379
CT14 8,2754
CT14 9,15208
CT15 4,3788
CT15 5,3361
CT15 6,2555
CT15 7,3828
CT16 1,3523
CT16 2,10830
CT16 3,5708
CT17 0,12578
CT17 9,10004
CT18 7,11066
CT18 8,3154
CT19 4,9405
CT19 5,10463
CT19 6,9646
CT2  0,6015
CT2  7,13814
CT2  8,7736
CT2  9,3842
CT20 1,7203
CT20 2,7714
CT20 3,8055
CT21 4,4473
CT21 5,6590
CT21 6,6465
CT3  1,5989
CT3  2,3439
CT3  3,4537
CT3  4,3703
CT4  5,4263
CT4  6,5241
CT4  7,5576
CT4  8,1920
CT5  1,7705
CT5  2,8430
CT5  3,6930
CT5  4,10744
CT6  5,7648
CT6  6,10039
CT6  7,12912
CT6  8,8830
CT7  0,4134
CT7  9,7580
CT8  8,7502
CT9  1,6910
CT9  2,11021
CT9  3,11326
CT9  4,3947
CT9  5,11223
CV1  1,445
CV1  2,6915
CV1  3,5113
CV1  4,8348
CV1  5,11057
CV10 0,12870
CV10 7,11327
CV10 8,12243
CV10 9,14564
CV11 4,12332
CV11 5,11364
CV11 6,16619
CV12 0,9303
CV12 8,10921
CV12 9,12091
CV13 0,6545
CV13 6,4408
CV2  1,12271
CV2  2,12806
CV2  3,13303
CV2  4,13991
CV2  5,12258
CV21 1,10064
CV21 2,8169
CV21 3,10457
CV21 4,7698
CV22 5,9579
CV22 6,10705
CV22 7,15842
CV23 0,9827
CV23 8,5738
CV23 9,6759
CV3  1,9079
CV3  2,16725
CV3  3,8050
CV3  4,4343
CV3  5,13782
CV3  6,12765
CV31 1,12445
CV31 2,12563
CV31 3,7230
CV32 4,3217
CV32 5,8414
CV32 6,7658
CV32 7,14138
CV33 9,6239
CV34 4,4939
CV34 5,14538
CV34 6,12573
CV35 0,5915
CV35 7,5428
CV35 8,5803
CV35 9,8012
CV36 4,6641
CV36 5,2850
CV37 0,6883
CV37 6,6828
CV37 7,8852
CV37 8,7125
CV37 9,12228
CV4  7,9077
CV4  8,8194
CV4  9,16848
CV47 0,2261
CV47 1,4450
CV47 2,5260
CV47 7,767
CV47 8,2546
CV47 9,2057
CV5  6,12182
CV5  7,12199
CV5  8,12624
CV5  9,9995
CV6  1,14127
CV6  2,12404
CV6  3,11077
CV6  4,13392
CV6  5,13772
CV6  6,10937
CV6  7,12758
CV7  7,10989
CV7  8,8733
CV7  9,8985
CV8  1,11268
CV8  2,13537
CV8  3,6923
CV9  1,5925
CV9  2,9190
CV9  3,6564
CW1  2,1540
CW1  3,17736
CW1  4,11917
CW1  5,10964
CW1  6,1171
CW10 0,7767
CW10 9,6915
CW11 1,7398
CW11 2,1929
CW11 3,7341
CW11 4,6449
CW12 1,3957
CW12 2,5043
CW12 3,10285
CW12 4,10593
CW2  5,8242
CW2  6,10887
CW2  7,9492
CW2  8,13422
CW3  0,2815
CW3  9,6465
CW4  7,5953
CW4  8,3634
CW5  5,7924
CW5  6,7578
CW5  7,9871
CW5  8,4564
CW6  0,7161
CW6  9,5270
CW7  1,9550
CW7  2,11059
CW7  3,9671
CW7  4,1879
CW8  1,8881
CW8  2,9291
CW8  3,7299
CW8  4,10611
CW9  5,3446
CW9  6,5787
CW9  7,11013
CW9  8,13644
DA1  1,9829
DA1  2,12028
DA1  3,12276
DA1  4,8557
DA1  5,11180
DA10 0,6897
DA11 0,9109
DA11 7,9211
DA11 8,11208
DA11 9,9385
DA12 1,6861
DA12 2,9103
DA12 3,2408
DA12 4,14762
DA12 5,15322
DA13 0,9209
DA13 9,5563
DA14 4,9993
DA14 5,4285
DA14 6,7377
